SimID,featgentime,Zcross12,Zcross13,Zcross23,maxj,maxk,maxi1,maxi2,maxstrength,secondres,tlyap,EMmed12,EMmax12,EMdrift12,capseculartscale12,EMdetrendedstd12,EMrollingstd12,DiffcoeffEM12,medvarEM12,Zmed12,Zmax12,Zdetrendedstd12,Zrollingstd12,DiffcoeffZ12,medvarZ12,Zcomdrift12,Zcomrollingstd12,phiZcomdrift12,phiZcomrollingstd12,Zstardrift12,Zstarrollingstd12,Zcosphistd12,medZcosphi12,EMmed23,EMmax23,EMdrift23,capseculartscale23,EMdetrendedstd23,EMrollingstd23,DiffcoeffEM23,medvarEM23,Zmed23,Zmax23,Zdetrendedstd23,Zrollingstd23,DiffcoeffZ23,medvarZ23,Zcomdrift23,Zcomrollingstd23,phiZcomdrift23,phiZcomrollingstd23,Zstardrift23,Zstarrollingstd23,Zcosphistd23,medZcosphi23
0,10.4275009632,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,116536.706479,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
1,10.8774149418,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,87493.9169302,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
2,10.8464689255,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,769059.553257,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
3,10.5167000294,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,31073.5201721,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
4,10.7058188915,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,91616.444956,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
5,10.7322809696,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,677456.329046,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
6,11.0706448555,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,96605.1588539,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
7,10.6710319519,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,562441.589533,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
8,10.6912508011,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,68815.0846603,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
9,10.7566590309,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,14938.8683842,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
10,10.7099590302,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,50715.9108983,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
11,8.94735598564,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,98903.6508438,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
12,10.6116230488,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,37942.6317797,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
13,10.7719390392,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,74920.2546223,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
14,10.5624921322,0.160541050623,0.406461188388,0.21190128314,5.0,1.0,1.0,2.0,0.0206600970658,0.706952197979,27698.8861177,0.248846141234,0.27928463623,0.0034757817879,1.0,0.0606899662476,0.0608240989706,-4.35329030321e-11,0.000181645311156,0.179210635658,0.197822691062,0.0540476712537,0.0542238176791,5.83246478612e-11,7.75148743951e-05,0.985724739498,0.282638390317,5.13602431128,1.91274229355,0.189606584036,0.126149167583,0.00880783198397,-0.178435212222,0.173097913571,0.19671845771,0.00088893706376,1.0,0.0610130944792,0.0611262168675,-1.09812446085e-10,0.000124782649926,0.11791008394,0.132873653872,0.0650792678313,0.0653302247322,-3.3823874282e-11,6.44055688108e-05,0.896993849857,0.34203458428,5.20471648578,2.03850470811,0.183818939281,0.144073783588,0.00805787803335,-0.116792288054
