,ID,Gamma,Location,Alpha
0,1007.0,2.61402658322,4.44752697372,1.28337089098
1,1021.0,3.26965544552,4.98914961207,1.12966408388
2,1025.0,2.24990562863,4.96533664956,0.938566234022
3,1041.0,1.8569302557,4.86343946028,0.972276542167
4,10518.0,1.5966935984,5.78111149767,0.761953477338
5,1052.0,3.56837236699,3.97100579655,1.3526951266
6,1107.0,1.70006613045,4.97452204194,0.805958723139
7,1120.0,3.06695012224,3.84985941855,1.29030022806
8,1124.0,1.13011039112,3.18219310829,0.816436566831
9,1128.0,2.37628562072,3.72235967285,1.69326011838
10,1136.0,3.75004199969,3.98713243839,1.22856292807
11,1137.0,2.08340344253,3.57285462827,1.44448000818
12,1138.0,1.69911814183,4.75536484284,1.57820926879
13,1169.0,2.54702721747,4.28144554375,0.979274503073
14,1174.0,3.37695706265,4.51093002751,0.831569944396
15,1190.0,2.25585292199,4.27475426843,1.17655267558
16,1194.0,1.56047242631,4.30197654973,1.51735514577
17,1197.0,2.65270242745,4.22105669804,0.978819846003
18,1.0,3.21111918472,4.4324231576,1.16624095452
19,1204.0,2.64400431445,3.39776357243,1.05135392281
20,1206.0,7.16871411155,3.00117014259,4.06312750863
21,12073.0,1.49381234419,3.78694549942,0.815885917394
22,1208.0,3.01939511396,3.81699829462,1.29851501136
23,1217.0,2.7600829392,4.28340375636,0.448273520387
24,1223.0,1.38467090659,3.8109591194,0.990518056577
25,1230.0,1.41310045906,4.47393167553,1.0864834806
26,1235.0,2.29978439031,4.43010295354,0.773949050428
27,1237.0,9.30694061229,0.403578107392,3.9979897762
28,1241.0,2.17345891746,3.69848933892,1.24096557291
29,1248.0,1.9526520868,3.76616997303,0.981423106785
30,1251.0,2.65726005711,5.13728886605,1.46538545293
31,1261.0,3.24078099079,4.81025549516,1.13565806325
32,1266.0,1.82575623718,3.10646984807,0.758837389057
33,1270.0,3.01433988838,3.77365590319,0.637591073187
34,1277.0,1.11667536563,4.67411357132,0.392666618489
35,12840.0,2.25198772075,3.38284457482,1.49352589852
36,1308.0,1.2708278709,4.8087230497,0.843519771276
37,1313.0,1.90636508729,4.92160462738,1.01424854982
38,1323.0,4.04551049536,4.26872423705,1.81694208592
39,1324.0,2.61408044648,4.85496344421,1.35672160683
40,13362.0,0.0586211711286,1.87403217406,0.422754688861
41,1337.0,2.59411513227,3.64289930112,1.19610855591
42,1344.0,2.25906675354,3.67776020052,2.07586676803
43,1350.0,2.30328822837,4.79735094198,1.15128982551
44,1356.0,1.29881223833,4.50691427887,0.0537789135472
45,1364.0,0.278281876623,4.68683319613,0.0864509926747
46,1366.0,1.3035715151,4.96952161775,0.281889619894
47,1375.0,2.83665494256,3.69130160925,1.19995294752
48,1379.0,2.44514562855,4.42988850645,0.987374934752
49,1396.0,1.42390214302,3.89610737334,0.253630361089
50,1403.0,2.63534833805,4.06149715344,1.01444304652
51,1408.0,2.36473319709,3.50961698877,1.18133100871
52,1412.0,2.75406182147,4.00137774378,1.45905053684
53,1424.0,0.356003599617,4.0917098157,1.25544125607
54,1426.0,1.91861536575,3.37102931137,1.34930741469
55,1438.0,2.28686015158,4.16673914607,1.12645966253
56,1449.0,0.856103438371,4.34778534259,0.945716956372
57,1476.0,2.22677586488,4.29930817175,0.0499444566991
58,1488.0,1.87027833325,4.05916201924,0.63091472347
59,15003.0,2.26266211282,5.77318791659,1.1048374351
60,1504.0,2.08853631908,3.35491313385,0.865748281065
61,1507.0,1.71431455633,5.27698822117,0.596763052914
62,1508.0,0.748105405245,4.1739215789,0.00262561485307
63,1513.0,3.32905447447,5.19843231159,1.58498252176
64,1514.0,2.64904595098,4.6642954618,1.11821420905
65,15220.0,2.74172397001,4.8712372959,1.05484573573
66,1590.0,3.89409223003,3.52457992023,1.91253431102
67,1598.0,1.60514719398,4.12577764397,0.571611941113
68,1601.0,0.890051299254,4.41661187566,0.0336347750484
69,1613.0,2.12316903083,3.81096506484,0.862474747145
70,1616.0,3.6199957838,4.19405050876,0.815772503858
71,1617.0,1.83746608541,4.05991912473,0.565690901852
72,1625.0,2.45002571802,3.36189219299,1.41129270475
73,1627.0,2.48669891452,3.38806461066,0.880723447402
74,1635.0,2.80535647276,4.59636363448,0.951374549421
75,1636.0,2.15594995258,4.19289628174,0.995886608247
76,1640.0,1.14350054773,4.69323253344,0.0819892754916
77,1646.0,2.81362906986,5.30605148471,1.05156529746
78,1648.0,2.83283765996,3.26994296782,1.44595950963
79,1657.0,2.86833589036,3.53951084226,0.743893565773
80,16588.0,2.60384491894,5.507139105,1.26293825848
81,1667.0,2.21720429659,3.90727565306,1.10489311985
82,1675.0,1.58182345385,3.85550250765,1.2212407387
83,1689.0,2.41308945784,3.93262799521,0.994212741445
84,1691.0,2.22363619272,4.48757529927,1.24408615257
85,1720.0,1.35457507132,5.32699876494,0.490147576606
86,1742.0,1.66863127935,3.55295700379,1.3173606241
87,1753.0,2.27728643137,3.51063022806,0.862332509749
88,17641.0,2.57851398087,4.50520855016,1.06260796652
89,1766.0,2.13966130951,2.93821670105,1.42962578992
90,1768.0,3.30195181697,3.50350560297,0.847690316221
91,1775.0,1.97471642854,3.80950366586,0.872817294799
92,1785.0,1.83072936477,3.36826890182,0.954164945256
93,1791.0,2.83088732053,3.23562131159,1.10100821099
94,1796.0,2.09026856507,4.78867469003,0.921874461388
95,1799.0,2.30685163321,3.82182658537,0.661098280058
96,1805.0,1.69152837335,4.6277937752,0.667909959203
97,1806.0,2.53286726299,5.3740746771,1.47042086174
98,1810.0,3.78981288483,3.8435858673,2.36713272291
99,1815.0,2.74445784945,5.57905554626,1.13997151182
100,1819.0,1.43272304911,4.15581144108,0.181928493952
101,1821.0,2.78289833144,5.04563029968,1.42384934031
