,Zcosphi,Zsinphi,Zcomcosphi,Zcomsinphi,Zstarcostheta,Zstarsintheta,dKprimecostheta1,dKprimesintheta1
104,-0.001776035862853233,-0.0031024171062046784,0.003743083037741084,-0.01966796793619852,,,0.007742804758177528,0.000559883778177139
107,0.020327875263259316,-0.05914468424011605,0.00731316622025504,-0.009336494831987154,-0.03406479710524414,-0.045523206669800496,0.0005009512407364366,7.107152440147016e-05
108,-0.007008664992175824,-0.020149505724349544,0.027353822142119302,-0.03066524029305174,0.020031721742766812,0.04103039304789909,-0.0020506988106009836,-0.0026774360469285943
109,0.0046904917443573975,0.0008490436476436169,0.0004977515586034203,0.0029210933537663106,-0.03590916349447761,0.026138695014004343,-0.0052838928456367725,-0.00017898274285385184
111,0.010874477218579823,0.003453283103857477,-0.00161141971694081,0.03412830635022772,-0.046768041303413124,0.04836560223366086,-0.006843578191282378,0.000984668218371201
114,0.007084391298707882,-0.007224715991396591,0.0018588199333608646,0.0022759350066283643,-0.015943577152073847,0.0036510879732912153,-0.0009579173837091625,-0.00031543841484023267
115,0.047542209383303356,0.00966070534765379,-0.05515565203850422,-0.009027868249827362,0.006436175921338376,0.036546377536637004,0.004611743430356725,-0.0007959831775084755
116,-0.021743251989617633,0.010713119636016257,0.008448767804634189,-0.007721019875068835,-0.02372979092017262,0.05879850465162888,-0.00011396643870685071,4.7098421000856784e-05
117,-0.005768126968354068,-0.0027631467459464706,0.00016885243926954518,-0.007699599851691498,4.907122223144377e-06,-3.276920694173052e-05,0.0017359044023467468,7.035033299822748e-05
119,-0.00026741500812829444,0.02146434439723746,0.014117421656797491,-0.0401696771548136,0.018094470795799917,-0.020122668998985026,-0.00111071179579929,-0.0006942332822089001
121,-0.051693249594907474,-0.006304334762959556,0.01299300925184263,-0.018219832349202995,-0.014180197253952592,0.04975661469331335,4.119680539986619e-05,-9.867177177577758e-06
122,-0.08828936303727804,0.03285545675425803,0.021072452197713205,0.04538535444508354,0.07505414574849116,-0.015541057416364738,0.010304038676303997,-0.006137750195823334
123,-0.04052525382908767,0.0019134909625828434,-0.010763739545104874,0.006907012236433108,0.012412287757437414,0.03858762298274178,-1.130758763806633e-05,-1.3769801371814562e-06
124,0.005277112324434016,0.001108349223076308,0.008156550429262105,0.02003107984708676,-0.017717564366644824,-0.012658688743161483,-0.003092279267910691,-0.00015772450865869238
126,-0.04142434277722293,-0.002250800057607983,0.06009427156078549,-0.031341768537338,0.036848550881619285,-0.01890453101166532,4.228608558010252e-06,3.0486439197480187e-06
127,-0.01638591392914157,-0.0676524707221512,-0.03399674132972347,-0.08581499337808728,0.06622861190577549,-0.04784794061868689,-0.0001997046134732365,1.348746516229571e-05
130,-0.009603281419901756,-0.0804762949051242,-0.04471536441648013,0.0035141792034413125,0.07238094136247912,-0.007098199431684588,0.00018574682001175474,-0.004195209933937602
133,0.02364983633956083,0.01840783425310997,-0.00017895183398071026,-0.000128344219960791,-7.914031796984867e-05,-0.0009378567013837763,7.372158872882621e-05,7.641092053964144e-05
134,0.0018138811069264816,-0.008681374246116568,-0.0015459651439469068,-0.0035521036509664652,-6.004832125704166e-05,-3.6704437576917835e-05,0.006623548216896418,-0.0012231725321845814
135,0.01300108880325847,0.006902968182034271,-0.031442875147657964,0.009449350392942578,0.00026547203521601424,-0.00034531170841511926,0.003929296543631609,0.00794531098516374
136,0.008149934353218544,0.009406058296839017,0.007133154126523251,-0.0021260790520987033,0.0005457782819901997,-0.0007347542411104689,0.0025107421917698624,-0.00026898703373425133
137,-0.08120064425075786,-8.936320429765512e-05,-0.19119294521648958,-0.018228702786339694,-0.06364315622434132,0.050420596689333796,0.00022309613376165742,5.106272289341693e-05
138,-0.039650377626641274,0.0014260454986779177,-0.01612809083479738,0.0060315660013426035,0.03767359293526384,-0.012408099012632371,0.00010400877098050883,7.544100858634028e-05
139,-0.018737939299729483,-0.004104943905227127,0.014289898467214717,-0.016161460777795435,-0.016935380023137225,0.008543809865128092,0.0001687010179955457,2.2433802102873243e-05
141,0.0073121779693820724,0.007861246970334666,-0.000157713772260538,-0.003490726684632682,0.0038941705125020796,-0.027752811461930406,-0.005383343111493955,0.0009652910997779605
142,0.03801923009145507,-0.04312296993351906,0.007486214983091812,0.021313569335358256,0.05105305367189615,0.0026211494947643624,0.002490757099131871,-0.000995348210966798
143,0.012741692158148146,-0.009649797507651802,-0.0001465778715894964,-1.1159754979684533e-05,0.003404524188906259,-0.0019668276790875483,0.0030136118147611585,-0.0005864348137543992
145,2.2271084707380065e-06,-0.006580128916941766,-0.00414179774071032,0.005908884855559757,,,6.465416494662763e-05,-8.02330447978123e-05
146,-0.02948296403821515,-0.000994001236155328,0.04564006434139832,0.011578563490874157,-0.010487937654866266,-0.027661772115269722,7.107403232911126e-05,0.00011075500532778561
148,-0.0042139025681335275,0.014405720840415439,0.006300366590282037,-0.02105731958161659,-0.021381913503201243,-0.01406243628202194,-8.255701516865065e-05,6.946231336548725e-06
149,0.002993053057263201,0.004149252041123008,0.01600117132777574,0.006492420135093535,-0.034040246083104825,0.009185972612995771,-0.0017308962381440203,-5.815864662602266e-05
150,-0.0017138598669636446,0.0007156160390296911,-0.00020736074711494827,-0.003446263919206294,0.0166222222813536,0.010073019953760181,-0.0036680458594908413,0.0005089248608129369
152,0.006535287822167109,-0.0013651297354277164,-0.0033316518702752374,-0.002389597980615189,,,0.004865992686258393,-0.0003862040298970803
153,0.011565868747602294,-0.006150575662840715,-0.00991958652134463,-0.01483308890356174,-0.009551961466382139,-0.036956190096986086,-0.0057899280535389655,0.0022283996634428083
155,-0.0026072093649427853,0.0033486588267132088,0.0006735137359956297,-0.0001653550518148459,-5.782307865326282e-06,-9.129041238034792e-05,0.009122989096170781,0.0038342265787229346
159,-0.03029434628725101,0.009362234376770629,0.0128232207438077,0.002832951583065081,-0.0007431575107167245,0.0030271496747155103,0.0002701230867501096,-3.389442556154832e-05
160,-0.0032694276997565605,0.00039649530922822724,0.012677889627946049,-0.01665949699612266,0.058553371072337115,-0.01163644128196245,-0.0034846575109103144,-0.0002450958877517923
161,0.021162418103314384,0.00924240592882393,-0.012471624284389282,-0.03345731505391212,-0.0012615567643983277,0.03163938276654985,8.409652836068865e-06,4.676561601234353e-06
163,-0.01585026066308883,0.0005882538389606607,-0.004888931670544577,0.01660107495087844,0.009185030397086236,-0.012882114845059078,0.00010921974807983607,1.843648799865051e-05
164,-0.0060551350331728305,0.04398027492203137,0.015210909575543744,-0.0011038032146113762,-0.039148390052647974,-0.000603306000489731,0.00023037843201379962,-1.968383848296674e-05
166,0.01399322616181256,0.009803317167635434,-0.007395334803982111,-0.005643345200225539,0.015189065005188723,0.023537292028855267,-0.004660456244962184,-0.00017951661978042163
167,-0.06678680796108803,0.002067183023410443,-0.03743828590562104,0.0014503446849772395,0.04358109371082612,-0.05045009712019953,5.427434598320068e-05,1.2541115353236133e-05
168,-0.0013852906058692475,-0.0007020798595229567,-0.03128420001710839,-0.006957775434740146,-0.02462373370979952,-0.014413114660824873,-0.005199835952654948,0.002169248863565031
169,-0.012450175913261906,0.021981787722307657,0.001341329058342585,0.03656214713632743,0.010121962490115505,0.004920057669007546,5.1795737194134094e-05,1.701698601379974e-05
171,-0.00691455231849844,-0.005573057872815198,0.05973629901644189,-0.050280839989221414,-0.000646023817608136,0.0005120783614802659,0.0009616504517619637,-0.0002885492542100854
172,0.00525979912825939,-0.004082197761363639,0.014257171555865002,0.05509480203488765,-0.015882823272848352,0.019401840388412188,-0.0032985957435591865,-0.0007214604423193019
173,-0.005486471777405483,-0.00190337077445503,0.0031424444528219187,-0.00420538051130175,0.05011146980514468,-0.033482870566312065,-0.005040942768412333,-0.0012894002973399482
175,-0.024306710737640833,-2.599082711333103e-05,-0.02708844742430791,0.0014401986915145502,0.0027871957348913423,-0.024170079924394704,8.008149662145355e-06,-2.019099312597393e-06
177,0.002102781746237234,-0.009595224628427611,0.008279508336231063,-0.0071181819952388205,-0.03676077892876008,0.02057418119676427,-0.004747144384847082,0.0025239457241038655
178,0.0073881951399097714,-0.0055538292433973905,-0.020103617083699416,-0.023576632097405938,-0.024397761827659747,-0.0017306502211043597,-0.005279784945637399,0.0007602821723403208
179,-0.021724590016960105,0.0017840815216245839,0.004507477094117806,0.012692175684912306,,,0.004703849687464989,-0.0008863655425562613
180,-0.06510049847398919,-9.305100080067259e-05,0.021799690759191748,0.0007968310331754706,0.036325607085890305,-0.054446022472472405,-1.8786148376386813e-05,1.073009189634457e-06
182,0.11374646268564635,-0.1019069590042775,-0.056209721563572276,0.11630088229014089,0.004265848961930175,-0.17441605005219013,-0.005115945416150142,0.003675104610886969
183,0.020557566635965977,-0.03598569196550161,0.03641563536565949,0.04664848344795076,-0.047636750877606604,-0.012282202470030805,-0.00271608046607118,0.004286196694245099
184,0.00672216922964617,-0.030121669836659107,0.04126873884136422,0.006375296839311445,0.0023301165067027086,-0.04632212794228456,-0.003944164619068784,0.0012647370640381326
185,-0.0189783156534542,0.048707702145558626,0.011875723222547726,-0.0798722038317522,-0.0016314580763796911,-0.0010372721948846597,0.001980067655265398,-0.0010985198381593495
186,0.012507960010530348,0.0094519177984724,0.00028723242103065826,0.0039518743853922695,0.0002140590391478393,-1.589180150656739e-05,0.0028064141003269253,0.00035057094268898967
188,0.027222608524217026,0.011157390011226787,0.030822002776713018,-0.00345664202294787,-0.04890285054914237,0.011931854461736151,-7.274205713993816e-05,9.353242792478644e-06
189,0.01966683833103311,0.000948730972437716,-0.00034984362580457165,-0.011720408328591914,0.026437910342420927,0.006192005922601057,-0.0026668697552471353,-0.000822638722926272
192,0.02704584016752786,0.032147224830323395,-0.03588337899096382,-0.05564817148872956,-0.06818455295233807,0.015524724148361261,-0.00045849142739847994,0.0003094873159003199
194,-0.004512228337540105,-0.008204101808604505,0.00556469730285198,0.008037684672480404,0.009024322483762304,-0.03267682449883531,-0.00020686092664425374,0.00017672215487612712
197,-0.016422124459593603,-0.008661736723875756,0.00398737753628409,0.0038945811990680848,0.0163526278554632,-0.032381294176791524,-0.00036315205170653575,1.9497373115587133e-05
199,0.00012904395186825698,0.033051194475100215,0.0273599684253999,-0.02697704131184743,-0.0002536518933127409,-0.0008141882219983988,0.0002174107227650963,-0.0001831420817404209
200,0.02059420116205752,0.047831924355287686,0.057537566571498416,-0.011104890894949091,0.048648568661446595,0.0511356782235667,-0.009169035792253703,0.003942297849241589
201,-0.00367118679992048,0.009705202866839487,0.019389946366638943,0.048345136071203915,-0.013133713648945191,0.025045383801365645,-0.004013936522343413,-0.0021941032058701558
203,0.0028060032154918688,0.024111811025066505,0.002625149763149964,0.008600746198825653,0.01735781899972391,-0.001771459350366972,0.0014409820782666468,-0.00036878518110086266
204,-0.007900829922692776,0.00013514039673553097,0.0007835356638447143,-0.0008592123692615436,0.028248110008383145,-0.023285473447963206,-0.008297356884849207,-0.001078651792418354
205,-0.011583319177434007,0.012928632172098851,-0.00048173744919877853,-0.005713692683761144,0.00037106036081420706,-0.0006061565844794964,0.0017678499292319645,-0.0002480856509305859
206,-0.030160208983950786,-0.0007870164203922427,-0.010483644039929536,0.003345457731792207,-0.026916434772067586,-0.013715253941633532,8.804557291275947e-05,2.0634872869854815e-05
209,-0.0067334218222975355,0.0018480588447413217,0.005301196831169012,-0.0010824353784158187,-0.024114652995188904,0.011521769833697819,-0.0007923234739581486,-0.00010220987864948238
210,0.027182477815745815,0.05671154011455346,0.022411981841164972,0.02248842032314054,-0.015813511895454185,-0.05406068944271781,0.0035141062453390806,0.00017918096195786506
213,0.002770051673748985,-0.012749543080748793,-0.0070325439751730105,-0.0009266548756570831,-0.02328163152619093,-0.0010621943627627836,-0.0009471927687023176,-0.00020464666938747238
215,0.0007868206605601383,-0.0007707086878661788,-0.006805870040591325,-0.004287753516651808,-0.02119140109189254,-0.002383429040166429,-0.0023155047482034587,0.0004649077860590462
216,0.017606474145048873,-0.006606013327646395,-0.005624176595179003,0.008049260501086314,0.00729486689448563,-0.03192419033799951,-0.004675102804991733,0.0013277891079252837
219,0.012807639700834065,-0.08064100383796466,0.10430097741103819,-0.10109034136187008,0.07243159416727164,0.11060358166082863,-8.84324515631021e-05,-8.027987088454232e-05
220,0.007837818825582899,0.026379245930433146,0.018447233258077803,0.007211614683350493,-0.001296358321729682,0.010844590103023249,0.005172144987593688,0.0003679386792551509
221,-0.002910887706032587,0.0011011963269978208,-0.0023962843536418756,-0.00025067079422948853,0.025556081333462353,0.0007410499593054445,-0.002044975574219743,-0.0002773898411078769
222,0.007183588140282451,0.010006141997369671,-0.004390630518752644,-0.007173407901917673,6.404979621131605e-05,-0.0014542461800530473,0.008778729389098232,-0.0008003839708748946
223,0.029991897563519783,-0.0377930768459192,-0.04183258476135103,-0.049770659890476014,-0.04057649538369367,0.00090025795338545,0.0031290412787419617,0.0024435797633214637
225,-0.02339330793993095,0.03170272634954644,-0.06452308652556847,-0.05051501126949484,-0.0007659023727703284,0.00037725040805309254,-1.1556343145295675e-05,8.744599190451419e-05
227,0.010382109964610425,0.037508150860319,-0.004732822554473947,-0.012404268061854583,-0.02725485919772138,0.01494434406780494,0.003910977983653893,-0.001896115466690435
228,0.014954645500838035,0.004094607543436182,0.01641882861634194,0.03547429413564525,-0.011650033986810429,-0.016152192244615213,-0.0008288863851433436,0.00023681438009254892
229,-0.01144598841239387,0.009443011804388717,-0.009166568307515414,0.004965939599330425,-0.021757140006737712,-0.0023892218681562534,-0.002301215183180629,0.0008450186783683719
232,-0.03343766120615732,0.02888103024503582,-0.022811301302631863,0.04489113792200047,-0.01186275232890176,0.01777745737194196,0.0007887372726514065,-0.00033241491769572573
234,0.01097301763823049,0.03196701842864757,-0.06610104093334924,0.09508372761290305,0.01494325991314856,-0.05066456682142725,-0.002862632990392793,0.0011786789150187605
236,0.03939294173756791,0.007003991817634209,-0.004075517759394502,0.025438601884733996,,,0.005789424964500647,-0.0005647425798637364
240,-0.016347692209414604,-0.004626287810184178,-0.01856796238606048,-0.017806215226128377,8.821642114610861e-06,1.6242884791846077e-05,0.007269432336810127,0.002704608847892126
243,-0.004434721079247091,0.005152773640847551,-0.05090951607557359,-0.025581930951839367,-0.00013200460955595946,-7.525609616921437e-05,0.004621862332791705,0.003776524674815133
244,0.008534607782881835,0.00023118610378801053,0.004107743243804693,-0.0114876314060668,-0.017067957158654515,-0.022078198120048693,-0.0026490054021509816,-0.0016527624852252978
245,0.1292698373134914,-0.01727348398491891,-0.06805621108546399,0.14412574165661238,0.03297804052912002,-0.1120694428977156,0.00060989739306851,-0.0005340479735684963
246,-0.011363998702458515,0.01189163002163855,-0.0006754212562434379,-0.0030804282563707233,0.02337877232047036,-0.010477427122216724,-0.0020728110254322933,-0.0001304272337309012
247,0.021007079315566324,-0.0063778422826703905,0.002170262548903193,-0.003466917090531591,-0.000531921265001446,-4.238856464499996e-05,0.0010715324286451563,-0.0004675357948702464
249,0.029030155286296808,0.010389740977735089,0.03500310184164127,0.004694176119112149,0.015077767138686337,0.11296433260652299,-0.009682632662319626,0.01495126172958805
251,0.016621095450305576,0.019072324220944667,0.0075672476484299625,-0.04694496116079071,0.0062689240580803135,0.0039051837007641342,0.00024279146058043456,4.22332726960652e-05
253,-0.008448742068237137,0.0005316325219996353,-0.00809076737082458,0.015927999440565773,-0.006781941972012226,-0.005162367083439517,2.9944782877299565e-05,4.913436496781698e-07
254,-0.01621190030699008,-0.02414206691237253,-0.05376705904735273,0.053460282161902184,-0.012159533518682084,0.00938810137220646,0.00016285633662899805,-9.094680812056119e-06
255,-0.29906611545612605,0.0026431671247122823,-0.09601126580056761,-0.024766361559444387,0.05107605580741626,0.2944942123963449,-3.829473136280936e-05,-0.00013214042926985517
256,0.007918815664399902,-0.019198281630044108,0.010128234979252929,-0.0002393332852061356,-0.04286794491315451,-0.03154767144809488,-0.0017784668359653363,0.0007253582901962483
257,0.026964339900947248,0.0251051504629859,0.008430368801406391,0.04393693806552184,-0.007461111389622324,-0.08398465793497256,-0.00013984159991135015,6.140699064575956e-05
259,-0.0115548399467613,-0.00021804586390566043,-0.04950087688660961,0.024997589863082585,-0.003697643654901276,0.010867848730716704,4.559192963363214e-05,1.411465026700832e-05
260,-0.025064148285048892,0.0003298545399058326,-0.019748901339547605,0.07577858942376418,0.025064509869145893,-0.00015317666478587442,9.49616370400274e-05,7.956852035899998e-05
261,-0.026238897398847792,-0.06605313955179498,0.013271248638886915,0.06179679755234526,-0.0020137157141758024,0.0013287445099307287,-0.004065303013595506,-0.00685222595325573
262,0.008861597576152555,0.03592760740288855,0.016426134272307,0.0011146846103406779,0.04775434618940229,0.0503893475000462,-7.670923565375153e-05,2.4343573011261298e-05
263,-0.008937020340382467,0.0531252407725037,0.00043091425837620695,-0.004951594595493603,0.05648395580845383,-0.01992345269252203,-0.0033295404702803756,0.0017917792779269161
