,Unnamed: 0,runstring,t,t_shadow
6349,6349,0006349.bin,44.9986709746,44.9986709746
6366,6366,0006366.bin,0.207844358396,0.207844358396
6369,6369,0006369.bin,13.9255069955,13.9255069955
6372,6372,0006372.bin,100.803387345,100.803387345
6373,6373,0006373.bin,7.44780373625,7.44780373625
6377,6377,0006377.bin,58.8550315403,58.8550315403
6378,6378,0006378.bin,98.6575230107,98.6575230107
6379,6379,0006379.bin,53.6242897388,53.6242897388
6387,6387,0006387.bin,119.823202843,119.823202843
6388,6388,0006388.bin,5.43857029664,5.43857029664
6391,6391,0006391.bin,1.48956110739,1.48956110739
6399,6399,0006399.bin,1550.36573062,1550.36573062
6403,6403,0006403.bin,15.4839662232,15.4839662232
6418,6418,0006418.bin,357.860092342,357.860092342
6427,6427,0006427.bin,304.563740757,304.563740757
6441,6441,0006441.bin,93.1496866042,93.1496866042
6443,6443,0006443.bin,46.2110973061,46.2110973061
6444,6444,0006444.bin,55.1829187021,55.1829187021
6449,6449,0006449.bin,22.2741497565,22.2741497565
6460,6460,0006460.bin,70.5983833669,70.5983833669
6466,6466,0006466.bin,146.738817722,146.738817722
6473,6473,0006473.bin,7.44781300012,7.44781300012
6483,6483,0006483.bin,2.07845215688,2.07845215688
6496,6496,0006496.bin,33.1167120505,33.1167120505
6498,6498,0006498.bin,10.4962119035,10.4962119035
6519,6519,0006519.bin,93.8424433169,93.8424433169
6537,6537,0006537.bin,44.7561678398,44.7561678398
6544,6544,0006544.bin,2.94448556899,2.94448556899
6546,6546,0006546.bin,21.2002892612,21.2002892612
6548,6548,0006548.bin,239.118206461,239.118206461
6549,6549,0006549.bin,80.8169135716,80.8169135716
6554,6554,0006554.bin,34.3985266765,34.3985266765
6566,6566,0006566.bin,240.23530455,240.23530455
6567,6567,0006567.bin,569.567445802,569.567445802
6577,6577,0006577.bin,110.67803621,110.67803621
6582,6582,0006582.bin,16.489032167,16.489032167
6584,6584,0006584.bin,9.07590140922,9.07590140922
6588,6588,0006588.bin,112.132937767,112.132937767
6591,6591,0006591.bin,1.97453778015,1.97453778015
6594,6594,0006594.bin,23.5209543147,23.5209543147
6602,6602,0006602.bin,41.5691763494,41.5691763494
6624,6624,0006624.bin,69.3166532434,69.3166532434
6625,6625,0006625.bin,194.994270126,194.994270126
6626,6626,0006626.bin,122.040289198,122.040289198
6627,6627,0006627.bin,35.9227281028,35.9227281028
6632,6632,0006632.bin,151.900819019,151.900819019
6639,6639,0006639.bin,64.1897986234,64.1897986234
6644,6644,0006644.bin,79.1200225839,79.1200225839
6651,6651,0006651.bin,3.22161423586,3.22161423586
6656,6656,0006656.bin,73.3349905228,73.3349905228
6668,6668,0006668.bin,611.678755103,611.678755103
6678,6678,0006678.bin,178.435862279,178.435862279
6683,6683,0006683.bin,42.7816306837,42.7816306837
6688,6688,0006688.bin,8812.85264412,8812.85264412
6690,6690,0006690.bin,5.0922196085,5.0922196085
6698,6698,0006698.bin,128.546860483,128.546860483
6705,6705,0006705.bin,127.374237943,127.374237943
6722,6722,0006722.bin,44.201855992,44.201855992
6724,6724,0006724.bin,54.2813655842,54.2813655842
6727,6727,0006727.bin,49.3980751852,49.3980751852
6739,6739,0006739.bin,24.9414029637,24.9414029637
6750,6750,0006750.bin,134.8228258,134.8228258
6752,6752,0006752.bin,8.10599307344,8.10599307344
6753,6753,0006753.bin,200.673113621,200.673113621
6754,6754,0006754.bin,120.827276494,120.827276494
6758,6758,0006758.bin,21.0270950757,21.0270950757
6759,6759,0006759.bin,11.535443571,11.535443571
6760,6760,0006760.bin,49.0170291508,49.0170291508
6766,6766,0006766.bin,3.18692508461,3.18692508461
6767,6767,0006767.bin,165.271404683,165.271404683
6775,6775,0006775.bin,9.38770868325,9.38770868325
6781,6781,0006781.bin,62.2152391212,62.2152391212
6793,6793,0006793.bin,149.82174003,149.82174003
6794,6794,0006794.bin,142.89362343,142.89362343
6800,6800,0006800.bin,38.3817511203,38.3817511203
6829,6829,0006829.bin,9.11053066115,9.11053066115
6833,6833,0006833.bin,16.6276822225,16.6276822225
6834,6834,0006834.bin,38.5898043217,38.5898043217
6835,6835,0006835.bin,340.244013014,340.244013014
6839,6839,0006839.bin,35.3329544329,35.3329544329
6842,6842,0006842.bin,209.197079355,209.197079355
6843,6843,0006843.bin,234.657471264,234.657471264
6847,6847,0006847.bin,39.490739153,39.490739153
6854,6854,0006854.bin,12.9557292744,12.9557292744
6856,6856,0006856.bin,7.8288674174,7.8288674174
6862,6862,0006862.bin,168.632138852,168.632138852
6875,6875,0006875.bin,3.25625486241,3.25625486241
6876,6876,0006876.bin,84.6972174486,84.6972174486
6877,6877,0006877.bin,13.198196425,13.198196425
6884,6884,0006884.bin,163.886491432,163.886491432
6885,6885,0006885.bin,9.31843200425,9.31843200425
6888,6888,0006888.bin,65.3674957473,65.3674957473
6892,6892,0006892.bin,4.12223070697,4.12223070697
6893,6893,0006893.bin,2139.35881926,2139.35881926
6904,6904,0006904.bin,66.406820917,66.406820917
6907,6907,0006907.bin,168.177314533,168.177314533
6915,6915,0006915.bin,78.1154861711,78.1154861711
6920,6920,0006920.bin,29.4100257739,29.4100257739
6921,6921,0006921.bin,0.658177977172,0.658177977172
6928,6928,0006928.bin,38.0357105082,38.0357105082
6931,6931,0006931.bin,28.6134729401,28.6134729401
6932,6932,0006932.bin,10.3230219934,10.3230219934
6933,6933,0006933.bin,641.343573438,641.343573438
6954,6954,0006954.bin,130.97767468,130.97767468
6957,6957,0006957.bin,31.9736532033,31.9736532033
6967,6967,0006967.bin,111.0203306,111.0203306
6968,6968,0006968.bin,77.8034846234,77.8034846234
6969,6969,0006969.bin,14.3413795252,14.3413795252
6973,6973,0006973.bin,11.0155528782,11.0155528782
6979,6979,0006979.bin,70.7368926727,70.7368926727
6986,6986,0006986.bin,47.3191999898,47.3191999898
6990,6990,0006990.bin,43.3359063993,43.3359063993
6992,6992,0006992.bin,136.589107053,136.589107053
6997,6997,0006997.bin,0.796720695251,0.796720695251
7003,7003,0007003.bin,90.6897496979,90.6897496979
7017,7017,0007017.bin,336.873050781,336.873050781
7019,7019,0007019.bin,231.571136495,231.571136495
7049,7049,0007049.bin,19.6405766072,19.6405766072
7056,7056,0007056.bin,48.4278463476,48.4278463476
7062,7062,0007062.bin,111.332522608,111.332522608
7063,7063,0007063.bin,27.4352323185,27.4352323185
7068,7068,0007068.bin,98.1033132584,98.1033132584
7070,7070,0007070.bin,35.402980036,35.402980036
7071,7071,0007071.bin,14.5141247915,14.5141247915
7085,7085,0007085.bin,85.9434326929,85.9434326929
7100,7100,0007100.bin,5.23078983085,5.23078983085
7109,7109,0007109.bin,61.2453126848,61.2453126848
7115,7115,0007115.bin,62.523958773,62.523958773
7119,7119,0007119.bin,29.1677192953,29.1677192953
7121,7121,0007121.bin,543.877321992,543.877321992
7130,7130,0007130.bin,93.7369417401,93.7369417401
7142,7142,0007142.bin,58.3008155828,58.3008155828
7147,7147,0007147.bin,107.040556269,107.040556269
7164,7164,0007164.bin,102.329461253,102.329461253
7166,7166,0007166.bin,10.5997163309,10.5997163309
7172,7172,0007172.bin,69.9395903356,69.9395903356
7176,7176,0007176.bin,11.015681551,11.015681551
7177,7177,0007177.bin,533.498507572,533.498507572
7178,7178,0007178.bin,304.286176807,304.286176807
7179,7179,0007179.bin,334.978586338,334.978586338
7180,7180,0007180.bin,106.24376175,106.24376175
7189,7189,0007189.bin,19.5375291363,19.5375291363
7193,7193,0007193.bin,5.33471160123,5.33471160123
7200,7200,0007200.bin,4.95366336194,4.95366336194
7229,7229,0007229.bin,64.6049905102,64.6049905102
7233,7233,0007233.bin,28.9943533445,28.9943533445
7242,7242,0007242.bin,29.687304484,29.687304484
7254,7254,0007254.bin,71.3256757589,71.3256757589
7255,7255,0007255.bin,201.885605445,201.885605445
7258,7258,0007258.bin,25.5985828613,25.5985828613
7274,7274,0007274.bin,201.125728017,201.125728017
7298,7298,0007298.bin,270.095815717,270.095815717
7303,7303,0007303.bin,144.660829822,144.660829822
7309,7309,0007309.bin,53.3107792244,53.3107792244
7316,7316,0007316.bin,49.1555808939,49.1555808939
7317,7317,0007317.bin,71.0129254365,71.0129254365
7322,7322,0007322.bin,2.73659702648,2.73659702648
7331,7331,0007331.bin,96.024859604,96.024859604
7349,7349,0007349.bin,9.87268804622,9.87268804622
7353,7353,0007353.bin,40.9456219297,40.9456219297
7368,7368,0007368.bin,4.12228047703,4.12228047703
7373,7373,0007373.bin,50.3680102116,50.3680102116
7394,7394,0007394.bin,68.1732126057,68.1732126057
7395,7395,0007395.bin,68.9700658201,68.9700658201
7396,7396,0007396.bin,0.450328047474,0.450328047474
7400,7400,0007400.bin,82.9301850774,82.9301850774
7401,7401,0007401.bin,948.297438382,948.297438382
7408,7408,0007408.bin,3.18697329607,3.18697329607
7415,7415,0007415.bin,173.446849954,173.446849954
7418,7418,0007418.bin,113.137552557,113.137552557
7420,7420,0007420.bin,51.4418227455,51.4418227455
7424,7424,0007424.bin,78.876542602,78.876542602
7440,7440,0007440.bin,103.230217357,103.230217357
7447,7447,0007447.bin,54.4899125191,54.4899125191
7450,7450,0007450.bin,9.49159985723,9.49159985723
7479,7479,0007479.bin,17.7702703868,17.7702703868
7488,7488,0007488.bin,32.0766994919,32.0766994919
7489,7489,0007489.bin,148.298096998,148.298096998
7496,7496,0007496.bin,160.762338399,160.762338399
7497,7497,0007497.bin,90.41299115,90.41299115
7503,7503,0007503.bin,13.0942955557,13.0942955557
7504,7504,0007504.bin,24.3872658055,24.3872658055
7509,7509,0007509.bin,132.880390349,132.880390349
7510,7510,0007510.bin,15.9348640563,15.9348640563
7513,7513,0007513.bin,179.544314615,179.544314615
7524,7524,0007524.bin,82.3070461638,82.3070461638
7535,7535,0007535.bin,84.2798010876,84.2798010876
7549,7549,0007549.bin,78.7726099625,78.7726099625
7551,7551,0007551.bin,459.054212647,459.054212647
7559,7559,0007559.bin,261.605043356,261.605043356
7561,7561,0007561.bin,42.9547060094,42.9547060094
7566,7566,0007566.bin,48.6706087867,48.6706087867
7568,7568,0007568.bin,4.15691276508,4.15691276508
7580,7580,0007580.bin,14.1681041071,14.1681041071
7602,7602,0007602.bin,25.2878324477,25.2878324477
7610,7610,0007610.bin,49.4327076261,49.4327076261
7618,7618,0007618.bin,20.472141742,20.472141742
7627,7627,0007627.bin,0.207845681246,0.207845681246
7633,7633,0007633.bin,29.7566275932,29.7566275932
7635,7635,0007635.bin,127.548204771,127.548204771
7640,7640,0007640.bin,35.264254646,35.264254646
7643,7643,0007643.bin,250.241920404,250.241920404
7645,7645,0007645.bin,1.00458226787,1.00458226787
7658,7658,0007658.bin,29.6873416482,29.6873416482
7666,7666,0007666.bin,50.3680325978,50.3680325978
7667,7667,0007667.bin,91.9025917876,91.9025917876
7673,7673,0007673.bin,81.8220535677,81.8220535677
7678,7678,0007678.bin,85.3900416042,85.3900416042
7688,7688,0007688.bin,13.0941658349,13.0941658349
7701,7701,0007701.bin,35.4377024404,35.4377024404
7706,7706,0007706.bin,97.3408820549,97.3408820549
7735,7735,0007735.bin,40.2874476344,40.2874476344
7738,7738,0007738.bin,17.1125778694,17.1125778694
7740,7740,0007740.bin,81.0598948552,81.0598948552
7744,7744,0007744.bin,227.000852329,227.000852329
7747,7747,0007747.bin,89.3391556095,89.3391556095
7758,7758,0007758.bin,16.6969685676,16.6969685676
7764,7764,0007764.bin,114.523086442,114.523086442
7767,7767,0007767.bin,65.7139884262,65.7139884262
7771,7771,0007771.bin,16.5583786075,16.5583786075
7772,7772,0007772.bin,46.9384612324,46.9384612324
7773,7773,0007773.bin,208.019221873,208.019221873
7774,7774,0007774.bin,5.09222880184,5.09222880184
7777,7777,0007777.bin,49.3973910979,49.3973910979
7781,7781,0007781.bin,70.2863873004,70.2863873004
7787,7787,0007787.bin,26.0500421296,26.0500421296
7789,7789,0007789.bin,28.8559629414,28.8559629414
7795,7795,0007795.bin,4.780458241,4.780458241
7799,7799,0007799.bin,0.103923042679,0.103923042679
7805,7805,0007805.bin,5.47320903568,5.47320903568
7808,7808,0007808.bin,101.290256661,101.290256661
7811,7811,0007811.bin,59.3393679481,59.3393679481
7812,7812,0007812.bin,50.2294551929,50.2294551929
7813,7813,0007813.bin,35.921810669,35.921810669
7818,7818,0007818.bin,3.81047134874,3.81047134874
7826,7826,0007826.bin,33.8096239682,33.8096239682
7827,7827,0007827.bin,10.426650187,10.426650187
7832,7832,0007832.bin,96.198019288,96.198019288
7851,7851,0007851.bin,62.4231068801,62.4231068801
7857,7857,0007857.bin,40.1141865103,40.1141865103
7860,7860,0007860.bin,120.862489321,120.862489321
7863,7863,0007863.bin,27.8167336384,27.8167336384
7865,7865,0007865.bin,12.5394410386,12.5394410386
7867,7867,0007867.bin,97.1334018764,97.1334018764
7880,7880,0007880.bin,24.9413767542,24.9413767542
7882,7882,0007882.bin,18.3249886401,18.3249886401
7885,7885,0007885.bin,80.8858692313,80.8858692313
7886,7886,0007886.bin,653.324844911,653.324844911
7890,7890,0007890.bin,10.7040710318,10.7040710318
7901,7901,0007901.bin,6.6857157783,6.6857157783
7907,7907,0007907.bin,42.7816456281,42.7816456281
7917,7917,0007917.bin,27.5393315996,27.5393315996
7921,7921,0007921.bin,26.6042549887,26.6042549887
7931,7931,0007931.bin,14.6531094053,14.6531094053
7933,7933,0007933.bin,13.8910444387,13.8910444387
7939,7939,0007939.bin,18.1171492154,18.1171492154
7954,7954,0007954.bin,230.951570598,230.951570598
7974,7974,0007974.bin,143.305890966,143.305890966
7982,7982,0007982.bin,7.10140301313,7.10140301313
7983,7983,0007983.bin,175.421866728,175.421866728
7986,7986,0007986.bin,49.3980194931,49.3980194931
7987,7987,0007987.bin,41.6037819619,41.6037819619
8013,8013,0008013.bin,0.65817924901,0.65817924901
8016,8016,0008016.bin,11.8818321505,11.8818321505
8024,8024,0008024.bin,101.218712336,101.218712336
8025,8025,0008025.bin,59.2361301805,59.2361301805
8026,8026,0008026.bin,5.78504632198,5.78504632198
8038,8038,0008038.bin,272.416937274,272.416937274
8089,8089,0008089.bin,11.2236684716,11.2236684716
8109,8109,0008109.bin,120.132046987,120.132046987
8114,8114,0008114.bin,160.145303802,160.145303802
8122,8122,0008122.bin,4.7804599888,4.7804599888
8128,8128,0008128.bin,48.6358364963,48.6358364963
8129,8129,0008129.bin,0.554253017623,0.554253017623
8131,8131,0008131.bin,50.5063881693,50.5063881693
8133,8133,0008133.bin,107.906661943,107.906661943
8135,8135,0008135.bin,19.7799341447,19.7799341447
8142,8142,0008142.bin,15.6577378136,15.6577378136
8144,8144,0008144.bin,32.874303461,32.874303461
8159,8159,0008159.bin,478.891143971,478.891143971
8180,8180,0008180.bin,82.4802352859,82.4802352859
8191,8191,0008191.bin,1892.57710718,1892.57710718
8195,8195,0008195.bin,39.767797463,39.767797463
8197,8197,0008197.bin,106.485848705,106.485848705
8207,8207,0008207.bin,20.0571382958,20.0571382958
8208,8208,0008208.bin,223.226172334,223.226172334
8218,8218,0008218.bin,19.3989599559,19.3989599559
8222,8222,0008222.bin,7.51676478784,7.51676478784
8227,8227,0008227.bin,159.172436556,159.172436556
8233,8233,0008233.bin,16.9389377046,16.9389377046
8257,8257,0008257.bin,198.903878096,198.903878096
8263,8263,0008263.bin,69.2450213243,69.2450213243
8264,8264,0008264.bin,46.4182682001,46.4182682001
8265,8265,0008265.bin,53.0693498116,53.0693498116
8267,8267,0008267.bin,230.949722757,230.949722757
8270,8270,0008270.bin,58.5776854571,58.5776854571
8271,8271,0008271.bin,108.980628942,108.980628942
8281,8281,0008281.bin,70.8408711276,70.8408711276
8289,8289,0008289.bin,77.4200632699,77.4200632699
8291,8291,0008291.bin,19.6760879607,19.6760879607
8296,8296,0008296.bin,1.66276606676,1.66276606676
8298,8298,0008298.bin,90.204669572,90.204669572
8301,8301,0008301.bin,28.8902747253,28.8902747253
8303,8303,0008303.bin,17.5626306407,17.5626306407
8317,8317,0008317.bin,26.2578770006,26.2578770006
8324,8324,0008324.bin,88.4384057449,88.4384057449
8330,8330,0008330.bin,124.742234429,124.742234429
8331,8331,0008331.bin,78.2187969553,78.2187969553
8332,8332,0008332.bin,73.8199633788,73.8199633788
8351,8351,0008351.bin,1.17779068339,1.17779068339
8353,8353,0008353.bin,135.6194615,135.6194615
8355,8355,0008355.bin,219.897168159,219.897168159
8365,8365,0008365.bin,6.44322432571,6.44322432571
8371,8371,0008371.bin,25.5300860149,25.5300860149
8372,8372,0008372.bin,22.2048868208,22.2048868208
8375,8375,0008375.bin,68.7623843577,68.7623843577
8377,8377,0008377.bin,53.728002419,53.728002419
8381,8381,0008381.bin,15.3105950358,15.3105950358
8384,8384,0008384.bin,4.01835734476,4.01835734476
8389,8389,0008389.bin,31.8692396445,31.8692396445
8408,8408,0008408.bin,35.6802354688,35.6802354688
8423,8423,0008423.bin,16.9740891653,16.9740891653
8434,8434,0008434.bin,89.3383057097,89.3383057097
8442,8442,0008442.bin,46.8691429352,46.8691429352
8447,8447,0008447.bin,5.57720141123,5.57720141123
8448,8448,0008448.bin,141.439187442,141.439187442
8466,8466,0008466.bin,21.268787031,21.268787031
8475,8475,0008475.bin,119.406973304,119.406973304
8476,8476,0008476.bin,76.2101916134,76.2101916134
8488,8488,0008488.bin,13.5099930779,13.5099930779
8489,8489,0008489.bin,61.4501951983,61.4501951983
8494,8494,0008494.bin,232.752422522,232.752422522
8495,8495,0008495.bin,159.175458857,159.175458857
8506,8506,0008506.bin,86.7747055582,86.7747055582
8512,8512,0008512.bin,36.1646586291,36.1646586291
8515,8515,0008515.bin,68.4502098242,68.4502098242
8523,8523,0008523.bin,83.5194850636,83.5194850636
8528,8528,0008528.bin,282.979488906,282.979488906
8530,8530,0008530.bin,45.8300119428,45.8300119428
8538,8538,0008538.bin,39.3514138745,39.3514138745
8544,8544,0008544.bin,93.3921709431,93.3921709431
8550,8550,0008550.bin,277.785391003,277.785391003
8557,8557,0008557.bin,97.0987599352,97.0987599352
8563,8563,0008563.bin,622.255862814,622.255862814
8565,8565,0008565.bin,40.3219762148,40.3219762148
8572,8572,0008572.bin,70.1480414848,70.1480414848
8576,8576,0008576.bin,26.7765459337,26.7765459337
8578,8578,0008578.bin,86.8434855785,86.8434855785
8583,8583,0008583.bin,42.3993449623,42.3993449623
8588,8588,0008588.bin,188.065555082,188.065555082
8591,8591,0008591.bin,34.1560224849,34.1560224849
8615,8615,0008615.bin,4.81505954442,4.81505954442
8618,8618,0008618.bin,21.685262293,21.685262293
8635,8635,0008635.bin,34.0519335084,34.0519335084
8639,8639,0008639.bin,250.310854393,250.310854393
8642,8642,0008642.bin,50.6105040852,50.6105040852
8656,8656,0008656.bin,17.7015554855,17.7015554855
8673,8673,0008673.bin,375.19586261,375.19586261
8685,8685,0008685.bin,120.446804061,120.446804061
8708,8708,0008708.bin,41.4998867023,41.4998867023
8713,8713,0008713.bin,10564.6487321,10564.6487321
8715,8715,0008715.bin,21.6159889918,21.6159889918
8723,8723,0008723.bin,4.50330450429,4.50330450429
8726,8726,0008726.bin,66.6145842437,66.6145842437
8731,8731,0008731.bin,39.4899174318,39.4899174318
8732,8732,0008732.bin,1.3163457993,1.3163457993
8741,8741,0008741.bin,112.548632909,112.548632909
8747,8747,0008747.bin,135.792663932,135.792663932
8750,8750,0008750.bin,13.5786264902,13.5786264902
8753,8753,0008753.bin,20.8538905868,20.8538905868
8755,8755,0008755.bin,9360.48240868,9360.48240868
8764,8764,0008764.bin,14.6531466611,14.6531466611
8772,8772,0008772.bin,81.0585410506,81.0585410506
8782,8782,0008782.bin,30.7612182409,30.7612182409
8783,8783,0008783.bin,150.306909232,150.306909232
8807,8807,0008807.bin,114.245527705,114.245527705
8820,8820,0008820.bin,23.5211197168,23.5211197168
8831,8831,0008831.bin,36.0612946437,36.0612946437
8834,8834,0008834.bin,10.5654902828,10.5654902828
8835,8835,0008835.bin,43.6459052902,43.6459052902
8839,8839,0008839.bin,24.2486926126,24.2486926126
8844,8844,0008844.bin,20.957383972,20.957383972
8852,8852,0008852.bin,36.9273033573,36.9273033573
8859,8859,0008859.bin,44.4781497427,44.4781497427
8869,8869,0008869.bin,8.8332473144,8.8332473144
8896,8896,0008896.bin,92.0745933545,92.0745933545
8905,8905,0008905.bin,101.047263492,101.047263492
8912,8912,0008912.bin,64.5692438323,64.5692438323
8919,8919,0008919.bin,33.3939259791,33.3939259791
8927,8927,0008927.bin,0.0346400167476,0.0346400167476
8929,8929,0008929.bin,57.5037691701,57.5037691701
8944,8944,0008944.bin,8.14044449474,8.14044449474
8947,8947,0008947.bin,16.7316097891,16.7316097891
8958,8958,0008958.bin,33.8096286636,33.8096286636
8977,8977,0008977.bin,78.4618329666,78.4618329666
8991,8991,0008991.bin,1.83597076634,1.83597076634
9002,9002,0009002.bin,213.873562018,213.873562018
9021,9021,0009021.bin,81.0946117949,81.0946117949
9027,9027,0009027.bin,13.8217593368,13.8217593368
9028,9028,0009028.bin,68.2773911581,68.2773911581
9030,9030,0009030.bin,19.4682433822,19.4682433822
9032,9032,0009032.bin,36.9955104755,36.9955104755
9055,9055,0009055.bin,16.9044485408,16.9044485408
9070,9070,0009070.bin,77.4226107954,77.4226107954
9073,9073,0009073.bin,283.568404494,283.568404494
9078,9078,0009078.bin,87.5724530106,87.5724530106
9092,9092,0009092.bin,18.8793521389,18.8793521389
9096,9096,0009096.bin,2.59807600929,2.59807600929
9105,9105,0009105.bin,267.423472582,267.423472582
9128,9128,0009128.bin,57.1923066791,57.1923066791
9132,9132,0009132.bin,93.6342043092,93.6342043092
9140,9140,0009140.bin,42.8158731643,42.8158731643
9143,9143,0009143.bin,100.077872079,100.077872079
9149,9149,0009149.bin,25.1839227243,25.1839227243
9155,9155,0009155.bin,1.80133273483,1.80133273483
9156,9156,0009156.bin,36.580896504,36.580896504
9164,9164,0009164.bin,59.7557447345,59.7557447345
9170,9170,0009170.bin,26.7416468229,26.7416468229
9172,9172,0009172.bin,11.5699739016,11.5699739016
9173,9173,0009173.bin,32.2161393049,32.2161393049
9184,9184,0009184.bin,32.908264096,32.908264096
9185,9185,0009185.bin,129.348253937,129.348253937
9194,9194,0009194.bin,19.9528727192,19.9528727192
9198,9198,0009198.bin,117.120694308,117.120694308
9201,9201,0009201.bin,40.4256965283,40.4256965283
9207,9207,0009207.bin,44.929368795,44.929368795
9212,9212,0009212.bin,38.3473701328,38.3473701328
9215,9215,0009215.bin,14.2027862889,14.2027862889
9216,9216,0009216.bin,65.9564872373,65.9564872373
9219,9219,0009219.bin,1295.59988852,1295.59988852
9222,9222,0009222.bin,39.7331263486,39.7331263486
9224,9224,0009224.bin,114.036958709,114.036958709
9226,9226,0009226.bin,1169.71472338,1169.71472338
9233,9233,0009233.bin,5.23078833468,5.23078833468
9237,9237,0009237.bin,199.081900961,199.081900961
9241,9241,0009241.bin,13.2328597937,13.2328597937
9244,9244,0009244.bin,271.550413104,271.550413104
9250,9250,0009250.bin,49.5701935702,49.5701935702
9254,9254,0009254.bin,16.523749908,16.523749908
9256,9256,0009256.bin,98.0340686801,98.0340686801
9268,9268,0009268.bin,27.4702622704,27.4702622704
9274,9274,0009274.bin,53.7625511396,53.7625511396
9277,9277,0009277.bin,99.7621898878,99.7621898878
9281,9281,0009281.bin,15.9695072618,15.9695072618
9311,9311,0009311.bin,17.528353258,17.528353258
9315,9315,0009315.bin,3.01375038677,3.01375038677
9318,9318,0009318.bin,222.912899133,222.912899133
9334,9334,0009334.bin,41.777047344,41.777047344
9335,9335,0009335.bin,7.58637799064,7.58637799064
9352,9352,0009352.bin,1.55880764902,1.55880764902
9362,9362,0009362.bin,54.0746231774,54.0746231774
9366,9366,0009366.bin,9.14522686492,9.14522686492
9370,9370,0009370.bin,3.70648566328,3.70648566328
9375,9375,0009375.bin,25.2878369199,25.2878369199
9376,9376,0009376.bin,5.71576462128,5.71576462128
9380,9380,0009380.bin,24.9760250184,24.9760250184
9382,9382,0009382.bin,15.2765627388,15.2765627388
9383,9383,0009383.bin,1.10851213885,1.10851213885
9387,9387,0009387.bin,40.6685453475,40.6685453475
9389,9389,0009389.bin,127.444268481,127.444268481
9401,9401,0009401.bin,118.645394934,118.645394934
9402,9402,0009402.bin,14.1332292547,14.1332292547
9405,9405,0009405.bin,15.0687026071,15.0687026071
9408,9408,0009408.bin,12508.6087488,12508.6087488
9409,9409,0009409.bin,25.9807593457,25.9807593457
9415,9415,0009415.bin,49.1205764959,49.1205764959
9426,9426,0009426.bin,81.3346681632,81.3346681632
9428,9428,0009428.bin,26.0846577193,26.0846577193
9448,9448,0009448.bin,222.949553429,222.949553429
9472,9472,0009472.bin,24.3179634569,24.3179634569
9477,9477,0009477.bin,34.8142182264,34.8142182264
9486,9486,0009486.bin,91.4522663497,91.4522663497
9494,9494,0009494.bin,11.1543722043,11.1543722043
9498,9498,0009498.bin,16.7661315052,16.7661315052
9500,9500,0009500.bin,27.4009533207,27.4009533207
9503,9503,0009503.bin,160.109557008,160.109557008
9510,9510,0009510.bin,225.512980382,225.512980382
9514,9514,0009514.bin,19.4682476325,19.4682476325
9518,9518,0009518.bin,168.493337144,168.493337144
9519,9519,0009519.bin,84.1048242902,84.1048242902
9531,9531,0009531.bin,18.2556788624,18.2556788624
9541,9541,0009541.bin,29.7219190132,29.7219190132
9552,9552,0009552.bin,18.4289980434,18.4289980434
9553,9553,0009553.bin,30.3108096021,30.3108096021
9565,9565,0009565.bin,1245.52033976,1245.52033976
9567,9567,0009567.bin,97.2024113034,97.2024113034
9570,9570,0009570.bin,16.3851317408,16.3851317408
9577,9577,0009577.bin,48.9822709344,48.9822709344
9584,9584,0009584.bin,39.5253973082,39.5253973082
9585,9585,0009585.bin,28.3709751177,28.3709751177
9592,9592,0009592.bin,91.9372345936,91.9372345936
9593,9593,0009593.bin,139.430007409,139.430007409
9596,9596,0009596.bin,4.81509445293,4.81509445293
9606,9606,0009606.bin,2.14773723134,2.14773723134
9611,9611,0009611.bin,35.9573679226,35.9573679226
9616,9616,0009616.bin,161.357648935,161.357648935
9626,9626,0009626.bin,10710.4017093,10710.4017093
9629,9629,0009629.bin,8.17525255755,8.17525255755
9635,9635,0009635.bin,36.4076196111,36.4076196111
9655,9655,0009655.bin,125.434971592,125.434971592
9660,9660,0009660.bin,32.7357561592,32.7357561592
9671,9671,0009671.bin,52.6886705124,52.6886705124
9673,9673,0009673.bin,21.4081418716,21.4081418716
9678,9678,0009678.bin,65.4022351378,65.4022351378
9687,9687,0009687.bin,105.79363124,105.79363124
9692,9692,0009692.bin,32.8396493189,32.8396493189
9709,9709,0009709.bin,73.5752964365,73.5752964365
9724,9724,0009724.bin,107.421717506,107.421717506
9740,9740,0009740.bin,6.06216717037,6.06216717037
9743,9743,0009743.bin,51.6486117634,51.6486117634
9744,9744,0009744.bin,14.8262786994,14.8262786994
9747,9747,0009747.bin,3.77585350886,3.77585350886
9749,9749,0009749.bin,12.6093114413,12.6093114413
9754,9754,0009754.bin,82.3389897894,82.3389897894
9756,9756,0009756.bin,16.2461559748,16.2461559748
9761,9761,0009761.bin,3.87974021653,3.87974021653
9763,9763,0009763.bin,598.87373685,598.87373685
9771,9771,0009771.bin,69.6283259878,69.6283259878
9772,9772,0009772.bin,21.1656213531,21.1656213531
9777,9777,0009777.bin,10.1150770192,10.1150770192
9788,9788,0009788.bin,123.529719578,123.529719578
9797,9797,0009797.bin,173.618651194,173.618651194
9800,9800,0009800.bin,32.3547072848,32.3547072848
9803,9803,0009803.bin,110.366236087,110.366236087
9807,9807,0009807.bin,12.2629188992,12.2629188992
9811,9811,0009811.bin,33.1859341709,33.1859341709
9813,9813,0009813.bin,94.6045788621,94.6045788621
9814,9814,0009814.bin,10.8426366935,10.8426366935
9823,9823,0009823.bin,159.001664751,159.001664751
