,Unnamed: 0,runstring,t,t_shadow
4,4,0000004.bin,87.9188765432,87.9188765432
6,6,0000006.bin,149.300988799,149.300988799
8,8,0000008.bin,0.831384188616,0.831384188616
9,9,0000009.bin,105.724251825,105.724251825
12,12,0000012.bin,9.28378001436,9.28378001436
19,19,0000019.bin,8.279158363,8.279158363
20,20,0000020.bin,5.4038577246,5.4038577246
23,23,0000023.bin,293.781716518,293.781716518
50,50,0000050.bin,105.239243478,105.239243478
59,59,0000059.bin,28.4402675698,28.4402675698
64,64,0000064.bin,11.8125706664,11.8125706664
83,83,0000083.bin,7.17067930259,7.17067930259
86,86,0000086.bin,121.9349325,121.9349325
98,98,0000098.bin,29.9298204051,29.9298204051
107,107,0000107.bin,64.1205033002,64.1205033002
116,116,0000116.bin,7.7941151836,7.7941151836
127,127,0000127.bin,2.6673580622,2.6673580622
145,145,0000145.bin,6.99734226593,6.99734226593
148,148,0000148.bin,19.6067992239,19.6067992239
162,162,0000162.bin,22.0316846759,22.0316846759
165,165,0000165.bin,174.971762754,174.971762754
166,166,0000166.bin,96.1980853221,96.1980853221
175,175,0000175.bin,329.574273829,329.574273829
212,212,0000212.bin,49.4326918736,49.4326918736
235,235,0000235.bin,4.43404763391,4.43404763391
237,237,0000237.bin,17.112598903,17.112598903
239,239,0000239.bin,112.964340844,112.964340844
250,250,0000250.bin,29.7566112358,29.7566112358
255,255,0000255.bin,16.6623275481,16.6623275481
256,256,0000256.bin,40.3220837714,40.3220837714
261,261,0000261.bin,23.0362527513,23.0362527513
265,265,0000265.bin,511.433112267,511.433112267
277,277,0000277.bin,0.900643627691,0.900643627691
285,285,0000285.bin,44.3057372377,44.3057372377
290,290,0000290.bin,40.2874162325,40.2874162325
297,297,0000297.bin,9.87267099454,9.87267099454
315,315,0000315.bin,68.1041799391,68.1041799391
322,322,0000322.bin,24.4906872438,24.4906872438
330,330,0000330.bin,39.0043934652,39.0043934652
337,337,0000337.bin,21.2349386193,21.2349386193
342,342,0000342.bin,207.915354996,207.915354996
345,345,0000345.bin,436.541608705,436.541608705
355,355,0000355.bin,8.93738082534,8.93738082534
360,360,0000360.bin,18.497771074,18.497771074
362,362,0000362.bin,118.26324432,118.26324432
363,363,0000363.bin,28.0242746309,28.0242746309
383,383,0000383.bin,23.5904902843,23.5904902843
417,417,0000417.bin,8.4175055471,8.4175055471
424,424,0000424.bin,11.1543802129,11.1543802129
429,429,0000429.bin,81.4061406928,81.4061406928
431,431,0000431.bin,57.2939496246,57.2939496246
434,434,0000434.bin,53.866747314,53.866747314
435,435,0000435.bin,162.1473292,162.1473292
450,450,0000450.bin,3.11769115036,3.11769115036
463,463,0000463.bin,139.533984529,139.533984529
475,475,0000475.bin,72.1888567583,72.1888567583
478,478,0000478.bin,5.19594961652,5.19594961652
483,483,0000483.bin,33.0128243051,33.0128243051
485,485,0000485.bin,245.396926155,245.396926155
492,492,0000492.bin,11.7777918066,11.7777918066
518,518,0000518.bin,122.65981123,122.65981123
522,522,0000522.bin,4.36476766452,4.36476766452
528,528,0000528.bin,70.4936789467,70.4936789467
533,533,0000533.bin,61.52240292,61.52240292
543,543,0000543.bin,87.5710035047,87.5710035047
548,548,0000548.bin,4.12213019765,4.12213019765
550,550,0000550.bin,6.02743714569,6.02743714569
551,551,0000551.bin,421.026186298,421.026186298
558,558,0000558.bin,141.05170612,141.05170612
560,560,0000560.bin,12.0895988637,12.0895988637
562,562,0000562.bin,57.9885921342,57.9885921342
563,563,0000563.bin,15.2766600055,15.2766600055
569,569,0000569.bin,28.6826580779,28.6826580779
576,576,0000576.bin,282.875760875,282.875760875
577,577,0000577.bin,3.39481704373,3.39481704373
578,578,0000578.bin,24.2484745022,24.2484745022
581,581,0000581.bin,87.8836593759,87.8836593759
594,594,0000594.bin,33.4285766015,33.4285766015
595,595,0000595.bin,105.511474883,105.511474883
601,601,0000601.bin,47.9085162719,47.9085162719
605,605,0000605.bin,184.428739689,184.428739689
620,620,0000620.bin,301.099641931,301.099641931
628,628,0000628.bin,6.3045292567,6.3045292567
635,635,0000635.bin,24.2140571124,24.2140571124
647,647,0000647.bin,14.9298911054,14.9298911054
655,655,0000655.bin,701.331913287,701.331913287
656,656,0000656.bin,14.2027461247,14.2027461247
659,659,0000659.bin,246.503628332,246.503628332
660,660,0000660.bin,39.4214741768,39.4214741768
661,661,0000661.bin,224.778795295,224.778795295
678,678,0000678.bin,288.247864635,288.247864635
685,685,0000685.bin,10.0458907604,10.0458907604
712,712,0000712.bin,151.970080934,151.970080934
714,714,0000714.bin,30.760900803,30.760900803
724,724,0000724.bin,188.650988313,188.650988313
726,726,0000726.bin,57.0537360121,57.0537360121
740,740,0000740.bin,36.0265612886,36.0265612886
742,742,0000742.bin,107.837388425,107.837388425
743,743,0000743.bin,11.3275409245,11.3275409245
744,744,0000744.bin,40.0103567487,40.0103567487
745,745,0000745.bin,72.2611431105,72.2611431105
749,749,0000749.bin,149.751681862,149.751681862
763,763,0000763.bin,11.5007754692,11.5007754692
769,769,0000769.bin,118.645473897,118.645473897
772,772,0000772.bin,59.6518236725,59.6518236725
780,780,0000780.bin,50.3333863316,50.3333863316
782,782,0000782.bin,56.3952875212,56.3952875212
784,784,0000784.bin,87.7456066896,87.7456066896
793,793,0000793.bin,13.4059064456,13.4059064456
799,799,0000799.bin,18.6364767565,18.6364767565
804,804,0000804.bin,35.6801978792,35.6801978792
812,812,0000812.bin,15.3113281884,15.3113281884
814,814,0000814.bin,116.289522001,116.289522001
823,823,0000823.bin,15.2073983261,15.2073983261
831,831,0000831.bin,37.2390868409,37.2390868409
833,833,0000833.bin,62.4922360402,62.4922360402
844,844,0000844.bin,12.3667894904,12.3667894904
848,848,0000848.bin,40.5639581218,40.5639581218
856,856,0000856.bin,4.19156201432,4.19156201432
857,857,0000857.bin,16.6616812922,16.6616812922
859,859,0000859.bin,49.5018829693,49.5018829693
868,868,0000868.bin,47.3888721021,47.3888721021
876,876,0000876.bin,7.72489180188,7.72489180188
879,879,0000879.bin,9.83804774539,9.83804774539
880,880,0000880.bin,10679.6480184,10679.6480184
906,906,0000906.bin,17.874763433,17.874763433
908,908,0000908.bin,129.452914157,129.452914157
917,917,0000917.bin,68.8304061357,68.8304061357
919,919,0000919.bin,104.234256834,104.234256834
921,921,0000921.bin,189.685776004,189.685776004
936,936,0000936.bin,11.2929696204,11.2929696204
944,944,0000944.bin,36.2345009292,36.2345009292
946,946,0000946.bin,28.64811855,28.64811855
948,948,0000948.bin,24.3525895631,24.3525895631
953,953,0000953.bin,24.6990432458,24.6990432458
955,955,0000955.bin,73.9235635465,73.9235635465
957,957,0000957.bin,73.7159923414,73.7159923414
967,967,0000967.bin,122.83097035,122.83097035
984,984,0000984.bin,302.58555507,302.58555507
986,986,0000986.bin,12.3668413413,12.3668413413
987,987,0000987.bin,79.6741791866,79.6741791866
1000,1000,0001000.bin,90.5160029871,90.5160029871
1001,1001,0001001.bin,88.9223971926,88.9223971926
1012,1012,0001012.bin,24.1101347503,24.1101347503
1017,1017,0001017.bin,530.803552837,530.803552837
1019,1019,0001019.bin,17.8054811738,17.8054811738
1023,1023,0001023.bin,244.253448024,244.253448024
1034,1034,0001034.bin,3.32548856301,3.32548856301
1035,1035,0001035.bin,18.8098917507,18.8098917507
1036,1036,0001036.bin,16.8355189582,16.8355189582
1037,1037,0001037.bin,2.14774280918,2.14774280918
1039,1039,0001039.bin,83.7961714026,83.7961714026
1042,1042,0001042.bin,1.4895632771,1.4895632771
1049,1049,0001049.bin,18.0817164625,18.0817164625
1062,1062,0001062.bin,1.03923036868,1.03923036868
1064,1064,0001064.bin,73.7160618717,73.7160618717
1065,1065,0001065.bin,21.5115560385,21.5115560385
1071,1071,0001071.bin,14.8609943203,14.8609943203
1081,1081,0001081.bin,118.472118083,118.472118083
1085,1085,0001085.bin,159.798327143,159.798327143
1104,1104,0001104.bin,386.38578256,386.38578256
1112,1112,0001112.bin,34.3292350127,34.3292350127
1118,1118,0001118.bin,2.42487053776,2.42487053776
1119,1119,0001119.bin,85.9789957287,85.9789957287
1123,1123,0001123.bin,11.0158393216,11.0158393216
1131,1131,0001131.bin,14.133048969,14.133048969
1151,1151,0001151.bin,52.2732865411,52.2732865411
1163,1163,0001163.bin,331.341294018,331.341294018
1166,1166,0001166.bin,7.20529839491,7.20529839491
1172,1172,0001172.bin,62.2151288946,62.2151288946
1176,1176,0001176.bin,110.261128344,110.261128344
1184,1184,0001184.bin,121.0701439,121.0701439
1186,1186,0001186.bin,69.1780878779,69.1780878779
1196,1196,0001196.bin,92.3875754621,92.3875754621
1201,1201,0001201.bin,123.148788929,123.148788929
1210,1210,0001210.bin,19.9185826328,19.9185826328
1216,1216,0001216.bin,346.305558925,346.305558925
1222,1222,0001222.bin,3.04840165358,3.04840165358
1232,1232,0001232.bin,7.62100298745,7.62100298745
1243,1243,0001243.bin,11.0503990211,11.0503990211
1249,1249,0001249.bin,1.9398937887,1.9398937887
1271,1271,0001271.bin,114.17672637,114.17672637
1279,1279,0001279.bin,0.0346407419829,0.0346407419829
1289,1289,0001289.bin,104.615591608,104.615591608
1300,1300,0001300.bin,160.07603896,160.07603896
1310,1310,0001310.bin,5.12671281047,5.12671281047
1320,1320,0001320.bin,16.4544804135,16.4544804135
1340,1340,0001340.bin,23.2094675919,23.2094675919
1342,1342,0001342.bin,146.875448672,146.875448672
1346,1346,0001346.bin,218.688648641,218.688648641
1347,1347,0001347.bin,66.0922888873,66.0922888873
1348,1348,0001348.bin,35.6786261954,35.6786261954
1357,1357,0001357.bin,12970.7546618,12970.7546618
1360,1360,0001360.bin,73.0569804396,73.0569804396
1374,1374,0001374.bin,1.38564057061,1.38564057061
1380,1380,0001380.bin,77.8033623497,77.8033623497
1384,1384,0001384.bin,22.0655097194,22.0655097194
1392,1392,0001392.bin,151.000143565,151.000143565
1393,1393,0001393.bin,354.654484292,354.654484292
1417,1417,0001417.bin,103.507311276,103.507311276
1419,1419,0001419.bin,29.44478736,29.44478736
1459,1459,0001459.bin,6.47786452615,6.47786452615
1467,1467,0001467.bin,0.415688860625,0.415688860625
1471,1471,0001471.bin,35.0567036605,35.0567036605
1473,1473,0001473.bin,72.6768447628,72.6768447628
1478,1478,0001478.bin,0.415691032618,0.415691032618
1484,1484,0001484.bin,81.4410180704,81.4410180704
1487,1487,0001487.bin,31.4881077267,31.4881077267
1491,1491,0001491.bin,187.754262792,187.754262792
1495,1495,0001495.bin,4.9536606079,4.9536606079
1511,1511,0001511.bin,25.1147322493,25.1147322493
1519,1519,0001519.bin,15.0341968009,15.0341968009
1524,1524,0001524.bin,41.9502675327,41.9502675327
1533,1533,0001533.bin,14.7568519823,14.7568519823
1540,1540,0001540.bin,13.1982263185,13.1982263185
1547,1547,0001547.bin,1597.61111393,1597.61111393
1549,1549,0001549.bin,30.2069156587,30.2069156587
1557,1557,0001557.bin,20.4728388689,20.4728388689
1561,1561,0001561.bin,33.012590006,33.012590006
1563,1563,0001563.bin,9.2835484349,9.2835484349
1567,1567,0001567.bin,526.922925921,526.922925921
1568,1568,0001568.bin,6.54698886984,6.54698886984
1577,1577,0001577.bin,382.328627763,382.328627763
1583,1583,0001583.bin,16.8701592008,16.8701592008
1585,1585,0001585.bin,9.04127677431,9.04127677431
1591,1591,0001591.bin,143.032420935,143.032420935
1593,1593,0001593.bin,188.308380374,188.308380374
1594,1594,0001594.bin,25.3220212537,25.3220212537
1602,1602,0001602.bin,35.4026490826,35.4026490826
1604,1604,0001604.bin,27.1585550582,27.1585550582
1611,1611,0001611.bin,74.7181099596,74.7181099596
1612,1612,0001612.bin,71.1526370762,71.1526370762
1615,1615,0001615.bin,20.0571368316,20.0571368316
1642,1642,0001642.bin,106.136500472,106.136500472
1643,1643,0001643.bin,27.6080790151,27.6080790151
1644,1644,0001644.bin,5.02294163839,5.02294163839
1649,1649,0001649.bin,935.037135758,935.037135758
1655,1655,0001655.bin,14.6531259675,14.6531259675
1666,1666,0001666.bin,17.9440049593,17.9440049593
1672,1672,0001672.bin,140.330468744,140.330468744
1687,1687,0001687.bin,563.398846254,563.398846254
1690,1690,0001690.bin,23.1055559193,23.1055559193
1697,1697,0001697.bin,97.6177359563,97.6177359563
1700,1700,0001700.bin,106.624942052,106.624942052
1702,1702,0001702.bin,147.847722881,147.847722881
1703,1703,0001703.bin,50.0561766054,50.0561766054
1704,1704,0001704.bin,1650.77986656,1650.77986656
1707,1707,0001707.bin,79.0854261161,79.0854261161
1708,1708,0001708.bin,9.38771125376,9.38771125376
1712,1712,0001712.bin,107.87127718,107.87127718
1715,1715,0001715.bin,5.50791219442,5.50791219442
1740,1740,0001740.bin,65.1246343096,65.1246343096
1743,1743,0001743.bin,154.775317895,154.775317895
1749,1749,0001749.bin,125.399102283,125.399102283
1754,1754,0001754.bin,49.9176950819,49.9176950819
1757,1757,0001757.bin,168.141661943,168.141661943
1762,1762,0001762.bin,31.003700392,31.003700392
1763,1763,0001763.bin,151.865180491,151.865180491
1773,1773,0001773.bin,1.45492138267,1.45492138267
1777,1777,0001777.bin,2.49414590878,2.49414590878
1784,1784,0001784.bin,15.7963022401,15.7963022401
1788,1788,0001788.bin,13.1287692617,13.1287692617
1797,1797,0001797.bin,31.3154664913,31.3154664913
1798,1798,0001798.bin,79.4317407221,79.4317407221
1811,1811,0001811.bin,109.015028142,109.015028142
1824,1824,0001824.bin,16.9394527896,16.9394527896
1830,1830,0001830.bin,91.2787469599,91.2787469599
1840,1840,0001840.bin,5.78497335109,5.78497335109
1842,1842,0001842.bin,73.3003785406,73.3003785406
1861,1861,0001861.bin,44.894214021,44.894214021
1863,1863,0001863.bin,111.717195157,111.717195157
1867,1867,0001867.bin,70.7713867319,70.7713867319
1882,1882,0001882.bin,4.91901922742,4.91901922742
1887,1887,0001887.bin,803.42864424,803.42864424
1889,1889,0001889.bin,59.5825234528,59.5825234528
1890,1890,0001890.bin,3252.20027297,3252.20027297
1892,1892,0001892.bin,174.89473845,174.89473845
1905,1905,0001905.bin,21.5467098265,21.5467098265
1912,1912,0001912.bin,37.5508588933,37.5508588933
1917,1917,0001917.bin,9.49163608134,9.49163608134
1938,1938,0001938.bin,144.383497944,144.383497944
1939,1939,0001939.bin,16.3851565112,16.3851565112
1944,1944,0001944.bin,50.2294697007,50.2294697007
1949,1949,0001949.bin,76.8336007424,76.8336007424
1952,1952,0001952.bin,24.6988687068,24.6988687068
1956,1956,0001956.bin,86.3594697162,86.3594697162
1983,1983,0001983.bin,123.732337188,123.732337188
1986,1986,0001986.bin,96.681484904,96.681484904
1990,1990,0001990.bin,279.968677239,279.968677239
1993,1993,0001993.bin,133.610214421,133.610214421
2005,2005,0002005.bin,28.093832571,28.093832571
2012,2012,0002012.bin,8.52168914394,8.52168914394
2019,2019,0002019.bin,3.63724959448,3.63724959448
2021,2021,0002021.bin,40.8064582956,40.8064582956
2025,2025,0002025.bin,106.901923953,106.901923953
2034,2034,0002034.bin,70.5637438871,70.5637438871
2035,2035,0002035.bin,5.23072116617,5.23072116617
2036,2036,0002036.bin,67.5485324179,67.5485324179
2042,2042,0002042.bin,266.871470079,266.871470079
2045,2045,0002045.bin,1.80128781271,1.80128781271
2052,2052,0002052.bin,42.8840906166,42.8840906166
2053,2053,0002053.bin,1.14315310308,1.14315310308
2060,2060,0002060.bin,72.3995314445,72.3995314445
2073,2073,0002073.bin,38.6931580251,38.6931580251
2085,2085,0002085.bin,26.3618108148,26.3618108148
2090,2090,0002090.bin,5.4732790179,5.4732790179
2091,2091,0002091.bin,248.583837103,248.583837103
2093,2093,0002093.bin,1787.57861871,1787.57861871
2099,2099,0002099.bin,20.9574655934,20.9574655934
2101,2101,0002101.bin,31.4191725889,31.4191725889
2112,2112,0002112.bin,14.3067383022,14.3067383022
2150,2150,0002150.bin,76.9376446989,76.9376446989
2168,2168,0002168.bin,28.1627446932,28.1627446932
2169,2169,0002169.bin,18.7061395168,18.7061395168
2177,2177,0002177.bin,285.924776748,285.924776748
2194,2194,0002194.bin,40.0796272278,40.0796272278
2199,2199,0002199.bin,27.2614985578,27.2614985578
2209,2209,0002209.bin,168.597812561,168.597812561
2213,2213,0002213.bin,302.034899542,302.034899542
2237,2237,0002237.bin,154.602843275,154.602843275
2252,2252,0002252.bin,140.365377474,140.365377474
2254,2254,0002254.bin,0.207846058999,0.207846058999
2261,2261,0002261.bin,14.0642468357,14.0642468357
2263,2263,0002263.bin,2.90984515413,2.90984515413
2267,2267,0002267.bin,24.7682768402,24.7682768402
2292,2292,0002292.bin,71.9493621175,71.9493621175
2295,2295,0002295.bin,149.856984218,149.856984218
2297,2297,0002297.bin,459.339313544,459.339313544
2305,2305,0002305.bin,51.684386909,51.684386909
2311,2311,0002311.bin,21.0270937594,21.0270937594
2314,2314,0002314.bin,31.2808316035,31.2808316035
2322,2322,0002322.bin,3.53336419028,3.53336419028
2323,2323,0002323.bin,20.7152221241,20.7152221241
2330,2330,0002330.bin,346.028989903,346.028989903
2339,2339,0002339.bin,10.0111738987,10.0111738987
2345,2345,0002345.bin,23.7982718512,23.7982718512
2348,2348,0002348.bin,106.516821128,106.516821128
2351,2351,0002351.bin,27.8513402412,27.8513402412
2353,2353,0002353.bin,60.0655317878,60.0655317878
2360,2360,0002360.bin,6.8589126376,6.8589126376
2362,2362,0002362.bin,5.57717709849,5.57717709849
2368,2368,0002368.bin,200.467447615,200.467447615
2373,2373,0002373.bin,1.17779361125,1.17779361125
2374,2374,0002374.bin,32.0082828498,32.0082828498
2380,2380,0002380.bin,7.03211998199,7.03211998199
2397,2397,0002397.bin,18.3597370242,18.3597370242
2404,2404,0002404.bin,206.460253962,206.460253962
2409,2409,0002409.bin,140.538488879,140.538488879
2411,2411,0002411.bin,236.424910615,236.424910615
2416,2416,0002416.bin,541.846150313,541.846150313
2430,2430,0002430.bin,97.6530139833,97.6530139833
2446,2446,0002446.bin,34.0867379757,34.0867379757
2450,2450,0002450.bin,45.5182302886,45.5182302886
2461,2461,0002461.bin,171.781857933,171.781857933
2473,2473,0002473.bin,73.5081912297,73.5081912297
2475,2475,0002475.bin,80.6096393107,80.6096393107
2482,2482,0002482.bin,21.6852718809,21.6852718809
2489,2489,0002489.bin,2.25166570474,2.25166570474
2490,2490,0002490.bin,25.8762367147,25.8762367147
2495,2495,0002495.bin,170.052732234,170.052732234
2501,2501,0002501.bin,27.6435261421,27.6435261421
2508,2508,0002508.bin,297.739492385,297.739492385
2511,2511,0002511.bin,142.752282965,142.752282965
2512,2512,0002512.bin,212.902136095,212.902136095
2528,2528,0002528.bin,48.2202784294,48.2202784294
2534,2534,0002534.bin,22.2394877606,22.2394877606
2543,2543,0002543.bin,24.0755049218,24.0755049218
2551,2551,0002551.bin,76.7283507988,76.7283507988
2552,2552,0002552.bin,31.0383482339,31.0383482339
2554,2554,0002554.bin,87.6763713847,87.6763713847
2569,2569,0002569.bin,170.745288517,170.745288517
2575,2575,0002575.bin,11.2583255435,11.2583255435
2582,2582,0002582.bin,33.8784032003,33.8784032003
2585,2585,0002585.bin,236.944525848,236.944525848
2587,2587,0002587.bin,36.1305695674,36.1305695674
2594,2594,0002594.bin,92.8725209968,92.8725209968
2604,2604,0002604.bin,48.2549329764,48.2549329764
2624,2624,0002624.bin,77.2487496643,77.2487496643
2630,2630,0002630.bin,13.9948370059,13.9948370059
2634,2634,0002634.bin,8.66014303641,8.66014303641
2640,2640,0002640.bin,24.7673353894,24.7673353894
2642,2642,0002642.bin,11.1543783278,11.1543783278
2643,2643,0002643.bin,8171.86574191,8171.86574191
2644,2644,0002644.bin,8.14049698309,8.14049698309
2648,2648,0002648.bin,15.5880754203,15.5880754203
2664,2664,0002664.bin,130.349736649,130.349736649
2668,2668,0002668.bin,32.2854139048,32.2854139048
2685,2685,0002685.bin,151.238291599,151.238291599
2700,2700,0002700.bin,18.3244770564,18.3244770564
2715,2715,0002715.bin,155.08686406,155.08686406
2718,2718,0002718.bin,367.437175941,367.437175941
2719,2719,0002719.bin,118.921110404,118.921110404
2723,2723,0002723.bin,34.3632836863,34.3632836863
2725,2725,0002725.bin,19.0871766064,19.0871766064
2727,2727,0002727.bin,38.2090272186,38.2090272186
2732,2732,0002732.bin,48.3238685696,48.3238685696
2752,2752,0002752.bin,18.0128614712,18.0128614712
2754,2754,0002754.bin,156.542307618,156.542307618
2757,2757,0002757.bin,1589.46748126,1589.46748126
2773,2773,0002773.bin,51.7867056253,51.7867056253
2779,2779,0002779.bin,22.274028319,22.274028319
2797,2797,0002797.bin,13.2674637477,13.2674637477
2803,2803,0002803.bin,3.0830259922,3.0830259922
2804,2804,0002804.bin,17.8401164044,17.8401164044
2807,2807,0002807.bin,61.6608679512,61.6608679512
2811,2811,0002811.bin,27.2971191817,27.2971191817
2813,2813,0002813.bin,269.471757563,269.471757563
2818,2818,0002818.bin,1227.40038314,1227.40038314
2822,2822,0002822.bin,152.351073918,152.351073918
2824,2824,0002824.bin,21.5813489217,21.5813489217
2827,2827,0002827.bin,25.0108109842,25.0108109842
2844,2844,0002844.bin,36.0266194925,36.0266194925
2850,2850,0002850.bin,7.17068994232,7.17068994232
2858,2858,0002858.bin,21.99697532,21.99697532
2901,2901,0002901.bin,12.8518156758,12.8518156758
2910,2910,0002910.bin,5.85433139765,5.85433139765
2924,2924,0002924.bin,22.0316688099,22.0316688099
2926,2926,0002926.bin,1.69739839937,1.69739839937
2927,2927,0002927.bin,8.34846061937,8.34846061937
2928,2928,0002928.bin,6.68551268954,6.68551268954
2934,2934,0002934.bin,228.076294116,228.076294116
2937,2937,0002937.bin,557.682472608,557.682472608
2939,2939,0002939.bin,26.9152872053,26.9152872053
2943,2943,0002943.bin,149.194846895,149.194846895
2945,2945,0002945.bin,9.56083960862,9.56083960862
2951,2951,0002951.bin,11.2928759082,11.2928759082
2965,2965,0002965.bin,7.41317589829,7.41317589829
2971,2971,0002971.bin,23.9368746026,23.9368746026
2975,2975,0002975.bin,46.6612179157,46.6612179157
2981,2981,0002981.bin,2.18237455225,2.18237455225
2982,2982,0002982.bin,39.5597419412,39.5597419412
2985,2985,0002985.bin,162.874637142,162.874637142
2989,2989,0002989.bin,23.7978513931,23.7978513931
3008,3008,0003008.bin,9.56091753887,9.56091753887
3013,3013,0003013.bin,9.45694413351,9.45694413351
3015,3015,0003015.bin,41.9153179169,41.9153179169
3018,3018,0003018.bin,17.1126456036,17.1126456036
3021,3021,0003021.bin,14.2720512715,14.2720512715
3027,3027,0003027.bin,10.4962260119,10.4962260119
3030,3030,0003030.bin,17.7708370068,17.7708370068
3034,3034,0003034.bin,2.52878690292,2.52878690292
3037,3037,0003037.bin,864.220747612,864.220747612
3040,3040,0003040.bin,9.59519718903,9.59519718903
3051,3051,0003051.bin,72.3640278948,72.3640278948
3053,3053,0003053.bin,1.00458819293,1.00458819293
3054,3054,0003054.bin,11.0851238549,11.0851238549
3055,3055,0003055.bin,10.3576343411,10.3576343411
3062,3062,0003062.bin,80.6435346966,80.6435346966
3074,3074,0003074.bin,32.1814915101,32.1814915101
3075,3075,0003075.bin,18.844651136,18.844651136
3082,3082,0003082.bin,0.831374167137,0.831374167137
3083,3083,0003083.bin,20.7151396471,20.7151396471
3095,3095,0003095.bin,8.7641743502,8.7641743502
3101,3101,0003101.bin,249.27395108,249.27395108
3105,3105,0003105.bin,3.56801981854,3.56801981854
3118,3118,0003118.bin,131.317650443,131.317650443
3122,3122,0003122.bin,28.7173435777,28.7173435777
3127,3127,0003127.bin,0.72743119439,0.72743119439
3131,3131,0003131.bin,39.1788561582,39.1788561582
3141,3141,0003141.bin,19.6414437529,19.6414437529
3148,3148,0003148.bin,10.2188029569,10.2188029569
3168,3168,0003168.bin,21.2002818089,21.2002818089
3169,3169,0003169.bin,15.1034472456,15.1034472456
3172,3172,0003172.bin,50.5408278814,50.5408278814
3173,3173,0003173.bin,15.7615116416,15.7615116416
3175,3175,0003175.bin,44.4785511338,44.4785511338
3186,3186,0003186.bin,40.1484740359,40.1484740359
3190,3190,0003190.bin,5.78504872628,5.78504872628
3193,3193,0003193.bin,71.568328402,71.568328402
3195,3195,0003195.bin,60.3446070889,60.3446070889
3210,3210,0003210.bin,41.7420792696,41.7420792696
3212,3212,0003212.bin,153.873329035,153.873329035
3218,3218,0003218.bin,6.06217695949,6.06217695949
3219,3219,0003219.bin,3.15232963009,3.15232963009
3220,3220,0003220.bin,33.6017787076,33.6017787076
3224,3224,0003224.bin,19.8484077722,19.8484077722
3226,3226,0003226.bin,6.85891740354,6.85891740354
3227,3227,0003227.bin,38.4858592649,38.4858592649
3230,3230,0003230.bin,29.0980541382,29.0980541382
3231,3231,0003231.bin,4.12227524167,4.12227524167
3233,3233,0003233.bin,4.2607090381,4.2607090381
3234,3234,0003234.bin,22.5858815304,22.5858815304
3238,3238,0003238.bin,5740.25300624,5740.25300624
3239,3239,0003239.bin,11.7086335794,11.7086335794
3240,3240,0003240.bin,142.028017198,142.028017198
3248,3248,0003248.bin,10.8079870289,10.8079870289
3254,3254,0003254.bin,56.2569682785,56.2569682785
3272,3272,0003272.bin,58.1275812511,58.1275812511
3276,3276,0003276.bin,48.254859856,48.254859856
3278,3278,0003278.bin,14.168171916,14.168171916
3286,3286,0003286.bin,50.3331967319,50.3331967319
3287,3287,0003287.bin,9.59551113784,9.59551113784
3289,3289,0003289.bin,18.1865253499,18.1865253499
3296,3296,0003296.bin,46.8346387024,46.8346387024
3304,3304,0003304.bin,71.5683312323,71.5683312323
3308,3308,0003308.bin,126.889694688,126.889694688
3310,3310,0003310.bin,23.2094674159,23.2094674159
3319,3319,0003319.bin,22.0659541915,22.0659541915
3324,3324,0003324.bin,5.47324574827,5.47324574827
3335,3335,0003335.bin,15.3110015038,15.3110015038
3338,3338,0003338.bin,101.393232475,101.393232475
3343,3343,0003343.bin,63.5662576555,63.5662576555
3350,3350,0003350.bin,17.5283342708,17.5283342708
3351,3351,0003351.bin,53.4856721103,53.4856721103
3354,3354,0003354.bin,40.4607022008,40.4607022008
3366,3366,0003366.bin,39.7677148347,39.7677148347
3392,3392,0003392.bin,30.6909195491,30.6909195491
3395,3395,0003395.bin,48.2549250824,48.2549250824
3402,3402,0003402.bin,17.216406841,17.216406841
3419,3419,0003419.bin,5.50792018863,5.50792018863
3428,3428,0003428.bin,154.701567024,154.701567024
3434,3434,0003434.bin,12.7132490307,12.7132490307
3442,3442,0003442.bin,169.599108808,169.599108808
3449,3449,0003449.bin,272.105126911,272.105126911
3468,3468,0003468.bin,16.5929675096,16.5929675096
3474,3474,0003474.bin,59.6170052524,59.6170052524
3476,3476,0003476.bin,48.5658642414,48.5658642414
3488,3488,0003488.bin,5.81961218679,5.81961218679
3492,3492,0003492.bin,161.217709464,161.217709464
3498,3498,0003498.bin,22.37762114,22.37762114
3504,3504,0003504.bin,58.5059281472,58.5059281472
3510,3510,0003510.bin,207.49856325,207.49856325
3521,3521,0003521.bin,31.6964900295,31.6964900295
3541,3541,0003541.bin,68.4849299536,68.4849299536
3549,3549,0003549.bin,20.5420499568,20.5420499568
3550,3550,0003550.bin,239.33382232,239.33382232
3551,3551,0003551.bin,22.1353314492,22.1353314492
3556,3556,0003556.bin,67.3420785319,67.3420785319
3563,3563,0003563.bin,23.902272393,23.902272393
3566,3566,0003566.bin,1.52420448893,1.52420448893
3574,3574,0003574.bin,12.5743629681,12.5743629681
3575,3575,0003575.bin,59.5124904206,59.5124904206
3587,3587,0003587.bin,680.280235152,680.280235152
3590,3590,0003590.bin,111.19765545,111.19765545
3591,3591,0003591.bin,92.4561609546,92.4561609546
3599,3599,0003599.bin,37.2732356757,37.2732356757
3609,3609,0003609.bin,155.708600016,155.708600016
3618,3618,0003618.bin,91.7640458478,91.7640458478
3619,3619,0003619.bin,5.68112555162,5.68112555162
