Unnamed: 0,runstring,t
183,0000183.bin,7158698.101010379
184,0000184.bin,7092450.35821855
185,0000185.bin,11412407.846590096
186,0000186.bin,7109724.759128955
187,0000187.bin,7179559.445867204
188,0000188.bin,7110891.9980473425
189,0000189.bin,17823146.424299214
190,0000190.bin,7177478.775482509
191,0000191.bin,6685200.755221301
192,0000192.bin,6656152.02545218
193,0000193.bin,7127173.982364437
194,0000194.bin,6548893.850449885
195,0000195.bin,7078909.914771057
196,0000196.bin,10224744.226721479
197,0000197.bin,7090558.032704043
198,0000198.bin,7194072.611084151
199,0000199.bin,7250274.277349011
