Unnamed: 0,runstring,t
91,0000091.bin,6730184.043311553
92,0000092.bin,7163610.6706505725
93,0000093.bin,6514955.158854545
94,0000094.bin,6364153.119375609
95,0000095.bin,6431254.239641044
96,0000096.bin,6476514.35863223
97,0000097.bin,6665795.477115971
98,0000098.bin,6660439.575821653
99,0000099.bin,6811049.248775327
100,0000100.bin,9034367.150769837
101,0000101.bin,11496175.618001133
102,0000102.bin,9311959.068891864
103,0000103.bin,7278925.374313884
104,0000104.bin,6779510.983022227
105,0000105.bin,6640481.260912187
106,0000106.bin,6402356.200080956
107,0000107.bin,6640075.792402556
108,0000108.bin,7044401.264963306
109,0000109.bin,6865208.940398217
110,0000110.bin,6933585.896073476
111,0000111.bin,9686182.866156252
112,0000112.bin,9508144.807949997
113,0000113.bin,6645545.768112171
114,0000114.bin,12741342.1218773
115,0000115.bin,6942678.043709037
116,0000116.bin,6876333.28483214
117,0000117.bin,6447470.275511829
118,0000118.bin,8989436.772351343
119,0000119.bin,6667763.528475952
120,0000120.bin,6501171.725999795
121,0000121.bin,9490050.939924182
122,0000122.bin,6874952.1815615855
123,0000123.bin,9455724.461789813
124,0000124.bin,6654624.046908004
125,0000125.bin,6741362.33925634
126,0000126.bin,9275728.892829183
127,0000127.bin,6849118.976314878
128,0000128.bin,13333005.29543247
129,0000129.bin,6656986.263308277
130,0000130.bin,10390653.873377666
131,0000131.bin,7046846.003602082
132,0000132.bin,6811629.123087539
133,0000133.bin,6655367.232473736
134,0000134.bin,6445096.547162181
135,0000135.bin,7163552.004020756
136,0000136.bin,6774169.852514908
137,0000137.bin,6630881.774433632
138,0000138.bin,6939384.851193079
139,0000139.bin,6712151.824733373
140,0000140.bin,6732201.330185891
141,0000141.bin,9521235.678032061
142,0000142.bin,7183107.069509058
143,0000143.bin,7101911.497704525
144,0000144.bin,8976723.840263251
145,0000145.bin,6973042.829369547
146,0000146.bin,6462591.470127703
147,0000147.bin,9070635.53671393
148,0000148.bin,9553690.63540854
149,0000149.bin,6457118.511637683
150,0000150.bin,6642031.222270847
151,0000151.bin,9374020.300716354
152,0000152.bin,6776244.350183499
153,0000153.bin,6364178.63886088
154,0000154.bin,6639597.648843712
155,0000155.bin,6578233.419098714
156,0000156.bin,9498789.698445067
157,0000157.bin,6432979.57809305
158,0000158.bin,6429932.982327893
159,0000159.bin,14905231.570389805
160,0000160.bin,9617881.287766127
161,0000161.bin,6439619.8444058895
162,0000162.bin,12042120.916073343
163,0000163.bin,6591968.517499527
164,0000164.bin,7013781.284480288
165,0000165.bin,9670664.870475871
166,0000166.bin,9482705.628374843
167,0000167.bin,24480876.840810813
168,0000168.bin,6558212.622622858
169,0000169.bin,9496335.944700718
170,0000170.bin,6646179.594821848
171,0000171.bin,7103199.261138131
172,0000172.bin,7025771.765684261
173,0000173.bin,9073589.694228236
174,0000174.bin,6632845.526757093
175,0000175.bin,6403174.071298422
176,0000176.bin,7138829.104285712
177,0000177.bin,6737273.605069016
178,0000178.bin,6656069.226269098
179,0000179.bin,6656932.519392925
180,0000180.bin,9589325.19506893
181,0000181.bin,7199936.960320314
182,0000182.bin,6513291.745871037
183,0000183.bin,6629919.73156883
184,0000184.bin,19062289.290054362
185,0000185.bin,6652212.317161755
186,0000186.bin,6412755.805090149
187,0000187.bin,6476905.403084802
188,0000188.bin,7163711.570130575
189,0000189.bin,7134130.329653882
190,0000190.bin,9785403.169348687
191,0000191.bin,9493394.754969627
192,0000192.bin,6550322.525366645
193,0000193.bin,7103803.753869873
194,0000194.bin,6538926.273625384
195,0000195.bin,10179150.827177554
196,0000196.bin,7238482.126904575
197,0000197.bin,6411375.810919461
198,0000198.bin,6868577.234642663
199,0000199.bin,6906714.644286045
