,Unnamed: 0,runstring,t
129,129,0000129.bin,7454906.404923065
130,130,0000130.bin,17897022.34491416
131,131,0000131.bin,31516156.84044742
132,132,0000132.bin,19711440.92356225
133,133,0000133.bin,20307856.824274946
134,134,0000134.bin,99682166.59309144
135,135,0000135.bin,7006246.4493660275
136,136,0000136.bin,11110551.407907387
137,137,0000137.bin,105960563.19483455
138,138,0000138.bin,9748828.064187512
139,139,0000139.bin,128053200.20614593
140,140,0000140.bin,13727487.401200876
141,141,0000141.bin,12685664.157826591
142,142,0000142.bin,48914566.13583697
143,143,0000143.bin,130700857.0868659
144,144,0000144.bin,55815485.941576526
145,145,0000145.bin,10440424.146078251
146,146,0000146.bin,9185612.525965635
147,147,0000147.bin,23609611.396401905
148,148,0000148.bin,12025703.4284111
149,149,0000149.bin,7464271.985047182
150,150,0000150.bin,124855645.013387
151,151,0000151.bin,14028252.327225415
152,152,0000152.bin,8961429.625478115
153,153,0000153.bin,12539102.925738031
154,154,0000154.bin,13197245.600486064
155,155,0000155.bin,10259974.63544342
156,156,0000156.bin,15430667.040931918
157,157,0000157.bin,33741674.987486005
158,158,0000158.bin,35655744.86104824
159,159,0000159.bin,10520956.90653435
160,160,0000160.bin,59922307.49324168
161,161,0000161.bin,24231406.56050173
162,162,0000162.bin,14787687.09970924
163,163,0000163.bin,146219089.84174153
164,164,0000164.bin,49980095.963126026
165,165,0000165.bin,36682377.382888526
166,166,0000166.bin,32706600.488965478
167,167,0000167.bin,11381969.275078937
168,168,0000168.bin,18960371.410662312
169,169,0000169.bin,53466200.89291338
170,170,0000170.bin,6731862.989452986
171,171,0000171.bin,8680931.121929377
172,172,0000172.bin,10675273.912521206
173,173,0000173.bin,40732169.48557216
174,174,0000174.bin,7577877.99295597
175,175,0000175.bin,52447526.35650805
176,176,0000176.bin,9307250.516289268
177,177,0000177.bin,26556206.334407624
178,178,0000178.bin,10399602.612857811
179,179,0000179.bin,31177130.442568
180,180,0000180.bin,16233532.57460564
181,181,0000181.bin,58639769.57880464
182,182,0000182.bin,10355331.649551557
183,183,0000183.bin,10215981.127166199
184,184,0000184.bin,98397349.19401874
185,185,0000185.bin,90856567.72199377
186,186,0000186.bin,38044092.952196434
187,187,0000187.bin,15878334.453221885
188,188,0000188.bin,21679123.344550334
189,189,0000189.bin,10556884.80199424
190,190,0000190.bin,24974738.608286165
191,191,0000191.bin,9226006.261116227
192,192,0000192.bin,23093649.617747225
193,193,0000193.bin,158719895.23580056
194,194,0000194.bin,42891364.5735522
195,195,0000195.bin,183273460.76374748
196,196,0000196.bin,8083172.61381491
197,197,0000197.bin,9760964.173193991
198,198,0000198.bin,66362552.83613351
199,199,0000199.bin,17153417.62700192
