Unnamed: 0,runstring,t
139,0000139.bin,11157964.665120795
140,0000140.bin,8852676.824195862
141,0000141.bin,8687715.143110042
142,0000142.bin,11183085.128108276
143,0000143.bin,11222896.977444954
144,0000144.bin,8806349.740407048
145,0000145.bin,8776402.558074191
146,0000146.bin,8770101.118190814
147,0000147.bin,11071322.623271842
148,0000148.bin,8795367.971912416
149,0000149.bin,10932082.014521636
150,0000150.bin,8811023.41131684
151,0000151.bin,9353338.424276303
152,0000152.bin,11409332.887169786
153,0000153.bin,11217638.854902783
154,0000154.bin,9318404.541289063
155,0000155.bin,8821020.46107854
156,0000156.bin,68201815.15433471
157,0000157.bin,11128585.4295314
158,0000158.bin,11216752.954381358
159,0000159.bin,8751635.206176009
160,0000160.bin,8770228.437777895
161,0000161.bin,11360017.943065379
162,0000162.bin,9411573.745620154
163,0000163.bin,8770551.45384468
164,0000164.bin,11156165.125511574
165,0000165.bin,8778758.53292027
166,0000166.bin,8813595.886573821
167,0000167.bin,8808803.840437388
168,0000168.bin,8797959.170259554
169,0000169.bin,11097914.964473886
170,0000170.bin,11162307.415358825
171,0000171.bin,8736140.095694944
172,0000172.bin,11113439.478280582
173,0000173.bin,11074102.374538673
174,0000174.bin,8815000.359625613
175,0000175.bin,11209054.807801928
176,0000176.bin,11215917.884783681
177,0000177.bin,11136762.69052722
178,0000178.bin,11204693.195781015
179,0000179.bin,8809396.821678355
180,0000180.bin,8780268.759705644
181,0000181.bin,8785130.775937855
182,0000182.bin,11194989.412031315
183,0000183.bin,11132003.653288944
184,0000184.bin,9314489.797163596
185,0000185.bin,8745787.985792015
186,0000186.bin,11296753.27346079
187,0000187.bin,11057972.397135613
188,0000188.bin,11222448.653277367
189,0000189.bin,11160854.746540306
190,0000190.bin,11044995.392993487
191,0000191.bin,8683741.801697485
192,0000192.bin,11219177.512836784
193,0000193.bin,11009720.117578467
194,0000194.bin,11031739.755374134
195,0000195.bin,8861887.693147756
196,0000196.bin,8754056.43688674
197,0000197.bin,9381823.506679201
198,0000198.bin,8801002.299228894
199,0000199.bin,8816078.765809648
