,Unnamed: 0,runstring,t
0,0,0000000.bin,11097.022028311636
1,1,0000001.bin,6906.695306276816
2,2,0000002.bin,8495.075036478278
3,3,0000003.bin,7817.699214151467
4,4,0000004.bin,7836.076014233471
5,5,0000005.bin,8528.361318160241
6,6,0000006.bin,7716.730827091773
7,7,0000007.bin,9575.492247557419
8,8,0000008.bin,8917.949499155227
9,9,0000009.bin,9011.428474481945
10,10,0000010.bin,9641.23265088732
11,11,0000011.bin,9557.115446188169
12,12,0000012.bin,7817.699215025955
13,13,0000013.bin,10538.020542995895
14,14,0000014.bin,7962.078458826015
15,15,0000015.bin,9412.736199660576
16,16,0000016.bin,8093.836655857675
17,17,0000017.bin,10883.573751154096
18,18,0000018.bin,9073.216132250864
19,19,0000019.bin,14274.613647664284
20,20,0000020.bin,6598.86655140679
21,21,0000021.bin,11028.57711423963
22,22,0000022.bin,8980.569317453606
23,23,0000023.bin,11521.006035078803
24,24,0000024.bin,7660.074802507752
25,25,0000025.bin,6693.108334462421
26,26,0000026.bin,8213.944653585939
27,27,0000027.bin,7396.419718177097
28,28,0000028.bin,8471.63594608803
29,29,0000029.bin,70012.63017389667
30,30,0000030.bin,9269.95192331991
31,31,0000031.bin,7352.939513721688
32,32,0000032.bin,8972.31709179765
33,33,0000033.bin,9010.735009618284
34,34,0000034.bin,8905.53649230802
35,35,0000035.bin,8471.63594677145
36,36,0000036.bin,9104.976791952073
37,37,0000037.bin,6598.866550711897
38,38,0000038.bin,7716.80017471264
39,39,0000039.bin,8558.457663288584
40,40,0000040.bin,13269.575993741344
41,41,0000041.bin,7497.38810482625
42,42,0000042.bin,8666.152652648561
43,43,0000043.bin,10008.491288610338
44,44,0000044.bin,8073.934232083523
45,45,0000045.bin,11561.018917269515
46,46,0000046.bin,8558.527009086492
47,47,0000047.bin,11442.505889993265
48,48,0000048.bin,8471.635947875811
49,49,0000049.bin,9243.322899234514
50,50,0000050.bin,8124.695811724134
51,51,0000051.bin,8672.671215218448
52,52,0000052.bin,8721.213708299607
53,53,0000053.bin,12620.146777033346
54,54,0000054.bin,7823.524313617171
55,55,0000055.bin,8752.905023719211
56,56,0000056.bin,7981.218069415516
57,57,0000057.bin,7755.0793987351835
58,58,0000058.bin,9420.15626789826
59,59,0000059.bin,10686.69926508776
60,60,0000060.bin,9068.153844498494
61,61,0000061.bin,7107.730574529726
62,62,0000062.bin,8784.596337437699
63,63,0000063.bin,8918.018846460189
64,64,0000064.bin,9785.403857428077
65,65,0000065.bin,6693.177682161692
66,66,0000066.bin,8929.807738748876
67,67,0000067.bin,11216.367215633029
68,68,0000068.bin,9734.018161197144
69,69,0000069.bin,8665.320495849093
70,70,0000070.bin,9653.645659437108
71,71,0000071.bin,8325.800428017501
72,72,0000072.bin,8244.7344642375
73,73,0000073.bin,7992.937615075671
74,74,0000074.bin,9067.32168779455
75,75,0000075.bin,11231.138002784724
76,76,0000076.bin,9622.093040548732
77,77,0000077.bin,7277.14387617552
78,78,0000078.bin,9175.779487689544
79,79,0000079.bin,69506.81739622446
80,80,0000080.bin,8759.492932383615
81,81,0000081.bin,7798.490256495002
82,82,0000082.bin,9641.163305962684
83,83,0000083.bin,9261.76904688569
84,84,0000084.bin,10493.846876265428
85,85,0000085.bin,10234.629959852115
86,86,0000086.bin,12537.624540587325
87,87,0000087.bin,8244.110345046727
88,88,0000088.bin,7352.939512940131
89,89,0000089.bin,7609.93734249488
90,90,0000090.bin,8332.388337866221
91,91,0000091.bin,7817.629868552459
92,92,0000092.bin,7415.559328871463
93,93,0000093.bin,6906.764652322901
94,94,0000094.bin,13117.360602504301
95,95,0000095.bin,9118.221959318238
96,96,0000096.bin,8741.878942681162
97,97,0000097.bin,7101.073318211434
98,98,0000098.bin,8721.352401354661
99,99,0000099.bin,9437.076793295259
100,100,0000100.bin,9644.630626094706
101,101,0000101.bin,15918.609204319902
102,102,0000102.bin,11302.356775181306
103,103,0000103.bin,9092.355744460925
104,104,0000104.bin,8370.043443461207
105,105,0000105.bin,7353.008860569367
106,106,0000106.bin,8445.908426404934
107,107,0000107.bin,6598.866552262007
108,108,0000108.bin,8471.635947297293
109,109,0000109.bin,8672.67121541974
110,110,0000110.bin,9149.150462639254
111,111,0000111.bin,8325.800426940827
112,112,0000112.bin,7447.319989969148
113,113,0000113.bin,8357.491739842637
114,114,0000114.bin,7353.008860389333
115,115,0000115.bin,7603.349433420934
116,116,0000116.bin,9738.248292425558
117,117,0000117.bin,10141.844451587778
118,118,0000118.bin,9029.943965831939
119,119,0000119.bin,9512.80308248411
120,120,0000120.bin,8987.157225964285
121,121,0000121.bin,8672.671216742441
122,122,0000122.bin,7917.7660978403255
123,123,0000123.bin,9418.561299283234
124,124,0000124.bin,7403.0076287279
125,125,0000125.bin,8357.422394297879
126,126,0000126.bin,8471.705294080068
127,127,0000127.bin,7622.489044343377
128,128,0000128.bin,11005.138022003392
129,129,0000129.bin,9702.950964458098
130,130,0000130.bin,6598.866552300578
131,131,0000131.bin,9357.5364506762
132,132,0000132.bin,8471.635945923828
133,133,0000133.bin,12166.89858309684
134,134,0000134.bin,8546.114000020398
135,135,0000135.bin,9525.493477693688
136,136,0000136.bin,11342.369660596121
137,137,0000137.bin,8402.358872788216
138,138,0000138.bin,7911.1088401908155
139,139,0000139.bin,10305.293961322548
140,140,0000140.bin,8100.424564400821
141,141,0000141.bin,8709.424816697676
142,142,0000142.bin,8501.870984387202
143,143,0000143.bin,9974.095462835978
144,144,0000144.bin,8483.424838944904
145,145,0000145.bin,7478.179146682138
146,146,0000146.bin,7623.321201387144
147,147,0000147.bin,7566.595830882081
148,148,0000148.bin,9665.365205283217
149,149,0000149.bin,8917.949499145814
150,150,0000150.bin,8012.077226122659
151,151,0000151.bin,8861.15478215614
152,152,0000152.bin,7308.765843244906
153,153,0000153.bin,8325.869774469644
154,154,0000154.bin,9212.602435030636
155,155,0000155.bin,10167.571972404174
156,156,0000156.bin,9601.289114801188
157,157,0000157.bin,8244.040998346249
158,158,0000158.bin,11513.932701739353
159,159,0000159.bin,7817.629867158078
160,160,0000160.bin,8212.419031072497
161,161,0000161.bin,7672.557157962313
162,162,0000162.bin,9037.294687969876
163,163,0000163.bin,8151.324836204005
164,164,0000164.bin,6988.454734595482
165,165,0000165.bin,9500.390073474255
166,166,0000166.bin,8918.018847178017
167,167,0000167.bin,9235.972177201247
168,168,0000168.bin,9973.95677036297
169,169,0000169.bin,8551.800406706261
170,170,0000170.bin,7353.008860612435
171,171,0000171.bin,9458.504836816592
172,172,0000172.bin,10552.86067870053
173,173,0000173.bin,8225.594852585962
174,174,0000174.bin,8577.666621622144
175,175,0000175.bin,7874.355237991242
176,176,0000176.bin,11288.002067215373
177,177,0000177.bin,6906.764652516621
178,178,0000178.bin,10280.398596700994
179,179,0000179.bin,7396.419717013176
180,180,0000180.bin,8471.705292948402
181,181,0000181.bin,10502.099098653644
182,182,0000182.bin,7629.146299777609
183,183,0000183.bin,8627.734735319797
184,184,0000184.bin,11841.80257144972
185,185,0000185.bin,11226.145062159425
