Unnamed: 0,runstring,t
123,0000123.bin,8849080.519270543
124,0000124.bin,8750763.175382022
125,0000125.bin,8883981.324456612
126,0000126.bin,8780951.059139673
127,0000127.bin,8757307.743810967
128,0000128.bin,8837265.206364686
129,0000129.bin,8820798.413840357
130,0000130.bin,9748086.612703191
131,0000131.bin,9161516.586552553
132,0000132.bin,8880467.540890783
133,0000133.bin,8715806.268939992
134,0000134.bin,8698332.49616264
135,0000135.bin,8736304.44671145
136,0000136.bin,8719572.195652278
137,0000137.bin,8732239.220410068
138,0000138.bin,8695665.91825647
139,0000139.bin,8719687.657439813
140,0000140.bin,8785468.215179123
141,0000141.bin,9583215.844331285
142,0000142.bin,8656388.383089496
143,0000143.bin,9636925.756526269
144,0000144.bin,8815476.353458274
145,0000145.bin,8697264.214998104
146,0000146.bin,8809163.679454137
147,0000147.bin,8750799.44355752
148,0000148.bin,8770009.580915343
149,0000149.bin,8680306.518279903
150,0000150.bin,8991412.313178044
151,0000151.bin,8701472.294042159
152,0000152.bin,8858867.448496716
153,0000153.bin,9259655.57145407
154,0000154.bin,8649752.000438178
155,0000155.bin,8867032.019097589
156,0000156.bin,20490177.370679602
157,0000157.bin,8796889.639976393
158,0000158.bin,8759238.833584335
159,0000159.bin,8898835.67401195
160,0000160.bin,8735672.422995035
161,0000161.bin,17263831.5519999
162,0000162.bin,8428938.781657308
163,0000163.bin,8727121.593713192
164,0000164.bin,8682381.155582149
165,0000165.bin,9392672.82350771
166,0000166.bin,8931696.93206776
167,0000167.bin,8663091.54678467
168,0000168.bin,12263715.599665973
169,0000169.bin,8831562.64261075
170,0000170.bin,8665339.411447784
171,0000171.bin,8616679.582974173
172,0000172.bin,8888550.629450167
173,0000173.bin,8831365.768126275
174,0000174.bin,8761295.717759227
175,0000175.bin,8747565.195412379
176,0000176.bin,8795192.941547815
177,0000177.bin,8689235.286434475
178,0000178.bin,8847912.448164836
179,0000179.bin,8918577.143643433
180,0000180.bin,8740319.465763811
181,0000181.bin,8823564.642553225
182,0000182.bin,8876594.335268281
183,0000183.bin,8645740.86434464
184,0000184.bin,8816787.00080521
185,0000185.bin,9611178.67928579
186,0000186.bin,8756343.412487522
187,0000187.bin,8828483.245464271
188,0000188.bin,9348615.448058307
189,0000189.bin,13425756.826712219
190,0000190.bin,8910577.479271866
191,0000191.bin,8722999.573134422
192,0000192.bin,8738334.28534481
193,0000193.bin,10651306.610716319
194,0000194.bin,8776044.938140454
195,0000195.bin,17403311.26676719
196,0000196.bin,8858524.877620352
197,0000197.bin,8839482.558159115
198,0000198.bin,8710124.716710495
199,0000199.bin,8440331.982458957
