,ID,Mean,Mean_Error,Sigma,Error
123,1913.0,9.20658209202,0.00282381278141,0.884823964032,0.00282381277244
124,1918.0,7.29766712758,0.000596497592804,-0.497306602564,0.000596497617243
125,19197.0,6.15429345166,0.00298460431199,0.721142846022,0.00298473630287
126,1922.0,7.46756538569,0.000626953009731,0.492105544222,0.000626953100819
127,1924.0,6.93568335694,0.00279092805811,-0.356186254608,0.00279410437664
128,1928.0,4.77645094686,0.0247004705602,0.584671395959,0.0257991474173
129,1929.0,7.92137403624,0.000706940904302,0.533075487989,0.000706941040783
130,1942.0,5.76137145328,0.0132042461471,-0.731974119089,0.0137261604433
131,1943.0,7.34651180408,0.00342188164803,0.629235870384,0.00342248991883
132,1946.0,5.12911536486,0.000449409459225,0.0143076891163,0.000501832621584
133,1954.0,8.95474615785,0.0031071092656,0.609693395572,0.00310710927494
134,1957.0,4.92989449103,0.00510077097805,-0.300513193438,0.00526362777798
135,19591.0,7.44321940024,0.00194333503348,0.677553687993,0.00194334954801
136,1971.0,6.252077495,0.0227000731382,-1.10139059181,0.024083733402
137,1979.0,6.97695827861,0.00716287739231,0.721501687668,0.00718823313564
138,19898.0,5.40592640189,0.00817256297133,0.532772839041,0.00835275707239
139,1992.0,5.10772258006,0.00465264443942,0.350085599399,0.00471113079425
140,1996.0,5.99302033491,0.0092129493989,0.897253548158,0.00925101067665
141,1999.0,7.4546965902,0.00666628438988,0.792912183011,0.00667700573274
142,20041.0,7.09163005354,0.00297876246668,0.573936096644,0.00297917901103
143,2008.0,3.48260218911,0.00785180758797,0.643228894029,0.00792119134783
144,2010.0,5.24935309489,0.0432885225827,1.29446121682,0.0479249534086
145,2018.0,7.02525445376,0.00121203416515,0.438606399922,0.0012120417753
146,2030.0,7.51216079513,0.00183146315415,0.637280584602,0.00183147694231
147,2032.0,6.15371543993,0.00279412639541,0.519556623604,0.00279459540822
148,2048.0,5.66115430126,0.0120983963803,-0.462272820805,0.013406293547
149,2059.0,inf,inf,inf,inf
150,20620.0,6.34014952951,0.00969631486021,0.796569769057,0.00978097419025
151,2062.0,5.93834694989,0.00146980889953,0.530766624062,0.00146981822337
152,2063.0,6.74837154171,0.00234603411267,-0.682679514523,0.00234607553416
153,2066.0,5.93133208151,0.00276815463129,0.458286697369,0.00276899864707
154,2077.0,4.69868349576,0.00844715236689,0.243179082992,0.00930649708339
155,2081.0,8.16867174531,0.000954041027075,0.695749868857,0.000954041248344
156,2083.0,6.72287711032,0.00179316371643,0.629946227919,0.00179317664813
157,2087.0,6.62368258014,0.00123875289339,-0.427332565464,0.0012387626101
158,2094.0,4.82660616679,0.00978031759884,-0.459833784574,0.0104337673947
159,2095.0,6.17463100735,0.00424520297705,-0.666284711536,0.00424690463642
160,20972.0,6.94629727849,0.00243433739273,0.495930609054,0.00243459319302
161,2105.0,inf,inf,inf,inf
162,21.0,6.77519049556,0.00381936243975,0.554229004864,0.00382164517853
163,2128.0,2.22890210748,1.20966590044e-14,6.01119631411e-05,1.25521439313e-14
164,21872.0,5.73270933999,0.00753504684216,0.518054410026,0.00767057950018
165,22032.0,inf,inf,inf,inf
166,22.0,7.21966240333,0.00434443138529,0.761436444391,0.00434541977732
167,22998.0,6.87999620334,0.00555608873108,0.556972995624,0.00557619645362
168,23005.0,8.08554282268,0.0013483800963,0.668382274368,0.00134838214209
169,23975.0,6.08577264083,0.00990439598582,-0.464127421251,0.0105725878505
170,24008.0,5.32837363798,0.0020437694079,0.412391831303,0.00204399494266
171,24013.0,inf,inf,inf,inf
172,24017.0,6.4340623146,0.00891473773186,0.899822426449,0.00894599541997
173,24248.0,6.50778807467,0.00215178502092,0.561175308502,0.00215185005133
174,24346.0,7.48492702321,0.00234348120601,0.504462620346,0.00234366707368
175,24453.0,4.66899709524,0.00596064149059,-0.344776270555,0.00616377125832
176,24576.0,5.44555298153,0.00429059517614,0.324928401912,0.00434313466863
177,24631.0,5.91299328226,0.00270347816402,0.499543150959,0.00270394690127
178,24705.0,6.01644760754,0.00526211462539,0.565337335215,0.0052759020991
179,24763.0,7.19568834898,0.00304818291957,0.76637685837,0.0030482934138
180,24824.0,7.23869711644,0.00688096273031,0.953546028426,0.00688615331046
181,24923.0,6.02644233273,0.00456563625305,0.572903861163,0.00457128528372
182,24930.0,5.03043355635,0.0590020053559,0.83877415079,0.0502157446205
183,24937.0,6.55548740872,0.00223108047713,0.503458817887,0.0022312197301
184,24946.0,6.64706243893,0.00630264007191,0.849081744743,0.00630811831575
185,25.0,6.33753753533,0.000756460635246,0.48956356138,0.000756460970842
186,2612.0,2.75996156322,1.10014976082e-15,1.78920124609e-05,1.14153051512e-15
187,28.0,5.1638095173,0.00122628934281,0.359698981159,0.00122628934165
188,3000.0,6.83100964154,0.0101228374963,0.7064159723,0.0102946616558
189,35.0,6.44729797416,0.00497375651406,0.756565585741,0.00497609600082
190,3898.0,7.31001361582,0.0126191643019,-1.3961910748,0.0126479258143
191,42.0,4.9994019212,0.0052571719436,0.66269639741,0.00526353195768
192,4641.0,inf,inf,inf,inf
193,4753.0,6.28428350595,0.026581500126,0.544699537891,0.0263564173941
194,503.0,10.2757095908,0.00220727866553,0.164464116388,0.00220722962708
195,5505.0,5.14745649331,0.00498042821223,0.443930278286,0.00501101091443
196,58.0,2.77957667564,0.0270768914876,0.614005980848,0.0278654660538
197,5958.0,6.980249397,0.00441844543354,0.726807739121,0.00441983790712
198,62.0,5.39728534092,0.00517896777954,0.548004335666,0.00519354419877
199,67.0,9.02175938927,0.00266089836993,0.396468009808,0.00266089838082
200,7341.0,1.06387240074,1.43500005308,0.944447600037,0.366388337765
201,7431.0,5.30676625932,0.00582283600509,-0.743933174301,0.00582942737721
202,787.0,32644937.0495,0.00172264242214,16322464.5796,0.00178752789957
203,8462.0,6.50442473957,0.00714179292066,-0.754414190879,0.00716205716432
204,8582.0,inf,inf,inf,inf
205,8744.0,4.86279135173,0.0138361313244,0.256308309386,0.013107944227
206,91.0,6.08606641703,0.00983311954103,0.624605953947,0.0100720550277
207,99.0,7.98312478185,inf,9.4189954122e-16,inf
