,ID,Norm,Mean,Mean_Error,Sigma,Error,IOU
42,1344.0,4.45983320714,7.24793664265,0.00675609657428,1.22842031028,0.00676428696311,0.967159762536
43,1350.0,14.7347224874,6.78174659455,0.00349786714441,0.670604021039,0.00350113516741,0.968785165639
44,1356.0,4153.33407835,4.59181693398,0.000806056567475,0.0509905968738,0.000869405622694,0.91708959987
45,1364.0,1.0,5.83305057173,2357101583.07,0.0864509926747,92427575.7572,0.0308957643194
46,1366.0,151.364283598,5.4157132215,0.00420000339908,0.265937724826,0.00452268198345,0.916988087019
47,1375.0,16.1392975182,5.80628053348,0.0014829733486,0.588481145437,0.00148300954651,0.984863391451
48,1379.0,21.0537008777,6.14309431654,0.00239703492583,0.547659848429,0.00239796519275,0.973676507238
49,1396.0,202.251919181,4.30531377954,0.00305534948495,0.220305075042,0.00321730210194,0.924746726839
50,1403.0,21.2310198064,5.83590843722,0.00179821945941,0.528949533564,0.00179841321229,0.979493120013
51,1408.0,14.3043609995,5.55180548921,0.00325935769203,0.673453644493,0.00326145605416,0.970953657133
52,1412.0,10.6488214639,6.56524807016,0.00209991898851,0.733421180219,0.00210001477383,0.982765094518
53,1424.0,inf,inf,inf,inf,inf,inf
54,1426.0,9.21602974327,5.64697604419,0.00740393502508,0.911654758568,0.00745784501003,0.952744588187
55,1438.0,15.3002442473,6.10676856027,0.00351121335179,-0.659984459452,0.00351483011014,0.968182841501
56,1449.0,10.1121467543,5.14174544101,0.072643196292,1.69817377856,0.0613072283744,0.922140464122
57,1476.0,7615.10358319,4.3850630465,0.000170846220124,0.0299045353343,0.000171095804023,0.96595039142
58,1488.0,41.2646612858,5.11993425965,0.00372857309232,0.435205877242,0.00376257892494,0.950385464152
59,15003.0,15.7651035983,7.67368447201,0.00357578285806,0.652954996477,0.00358002792499,0.967292437552
60,1504.0,24.0238871442,4.83036014237,0.00366289488502,0.546056244145,0.00367431157235,0.960392172434
61,1507.0,42.8673656146,6.26885054647,0.00449132376778,0.442054778151,0.00457207051883,0.942225697164
62,1508.0,1106377.1373,4.17618198234,0.000304659037682,0.00493059438102,0.000255548582914,0.893156523109
63,1513.0,10.5915328854,8.03601260571,0.000688631211834,0.678949540994,0.000688631471557,0.99347492232
64,1514.0,17.5492210846,6.6212877917,0.0019361636287,0.580556992307,0.00193635299865,0.97988610278
65,15220.0,20.2969813987,6.72397079784,0.00155224631433,0.532226766079,0.00155232388416,0.982438099119
66,1590.0,8.32238684913,6.99667862303,0.000926334943328,0.715591125932,0.000926334945719,0.992053013509
67,1598.0,44.1770987722,5.0669054227,0.00511299846373,0.447299629682,0.00525481447113,0.935935959122
68,1601.0,7711.0900195,4.45485861766,0.00178126912381,0.0531802757446,0.00174619821406,0.910725182773
69,1613.0,24.5393969099,5.28368936441,0.00346058040181,0.536782786207,0.00346955307713,0.961828328064
70,1616.0,42.9536102046,5.66569842371,0.000288002641791,0.32518602849,0.000288002647189,0.993786203606
71,1617.0,50.5743941291,5.00887118904,0.00351636151503,0.395877686872,0.00355357823211,0.948732060287
72,1625.0,10.3223238782,5.81117741674,0.00339942147499,0.781509590049,0.00340070010167,0.973832359767
73,1627.0,26.8354340568,4.91902951896,0.00199934146213,0.48178226711,0.00199993389199,0.974997982539
74,1635.0,25.4369307121,6.27131230555,0.00124663982901,0.470920668007,0.00124667849354,0.98408587563
75,1636.0,18.6405631991,5.89648043503,0.00379992193043,0.612154342852,0.00380816859946,0.963154779851
76,1640.0,1593.40627475,4.81725177733,0.00168688778029,0.088976085342,0.00187543934456,0.908365247613
77,1646.0,20.8722017495,7.15794929933,0.00135690400496,0.519235139301,0.00135694350231,0.984292335106
78,1648.0,11.102188837,5.81817176985,0.0017999083381,0.70992685058,0.00179995359225,0.984769086354
79,1657.0,42.3885874084,4.85214048558,0.000865535888068,0.361444236644,0.000865552414924,0.985640172571
80,16588.0,13.5611612878,7.713393195,0.00236180326882,0.665111126588,0.00236212052798,0.978582148077
81,1667.0,15.5001584379,5.80346478676,0.00383654121164,0.663868587437,0.00384245703754,0.965581333757
82,1675.0,9.55657848237,5.86188060876,0.0113430453315,0.96748652316,0.0116864244349,0.934534459235
83,1689.0,20.5383118511,5.6551992058,0.00254066311675,0.557458243549,0.00254187275156,0.972620279658
84,1691.0,12.2551717244,6.6233541516,0.0042771886836,0.745741889077,0.00428354723485,0.965824559949
85,1720.0,51.7930440791,6.1100495973,0.00666443065755,0.445620448598,0.00710387784418,0.920189179709
86,1742.0,8.59706475233,5.73431030533,0.0106544964884,0.997883550009,0.0108849832822,0.939630506976
87,1753.0,26.0177004235,4.99506506076,0.00272825418715,0.506965879589,0.00273122760761,0.967831018545
88,17641.0,19.0007589271,6.35956995699,0.00207360028778,0.564152654937,0.00207393204193,0.977840848471
89,1766.0,8.98872621858,5.38159907451,0.00559295487819,0.884194086681,0.00560621838554,0.962497199325
90,1768.0,36.7716823065,5.01995862702,0.000389570326933,0.365662759288,0.000389570512895,0.993299935429
91,1775.0,22.5606061701,5.28698685101,0.00439496890272,0.576094243826,0.00441939615108,0.955366106058
92,1785.0,17.7214028794,4.96814043385,0.00599332544878,0.669732464119,0.00605868435586,0.948391023081
93,1791.0,19.137703174,5.17580283876,0.00137555390814,0.540876634379,0.00137558900561,0.98472085272
94,1796.0,21.2022271266,6.35992862284,0.00389001503597,0.581066105328,0.00390202874956,0.960466707326
95,1799.0,44.7446363606,4.96151287599,0.00199742777557,0.384591244739,0.00199925494632,0.968915591342
96,1805.0,33.8351791096,5.73585122809,0.00520989873423,0.500258421591,0.00531271805228,0.940929052528
97,1806.0,9.7759835475,7.93520327903,0.00309526917139,0.792264573778,0.00309594431812,0.9764486471
98,1810.0,5.30677987963,8.13102934589,0.00100829285519,0.906857769315,0.00100829286029,0.992916305568
99,1815.0,17.3933674479,7.58151075874,0.00166930020291,0.574700058695,0.00166938193693,0.982511321318
100,1819.0,395.302976984,4.44963648949,0.0021582336158,0.157169391363,0.00226947171345,0.925350317763
101,1821.0,11.2799724952,7.55033164596,0.0019445864088,0.709536434072,0.00194465789318,0.983512372703
102,1823.0,15.2197196808,7.16361605054,0.000854741890365,0.580822601206,0.000854743654133,0.991358678523
103,1827.0,26.1722800901,6.46601096162,0.00228167584194,0.494626825825,0.00228283018418,0.972293715351
104,1829.0,4383.87763073,5.16490782722,0.00207092977353,0.0677942674079,0.00211040794829,0.90898979025
105,1831.0,14.1111140842,6.70670112407,0.00419849354185,0.699808474472,0.00420624248331,0.964334887711
106,1832.0,3.76662987124,6.55109836949,0.0131320312585,1.45508366445,0.0132801991303,0.948004039968
107,1837.0,110.987348355,4.45877718491,0.0055696087777,0.321937750833,0.00609916635001,0.912002145835
108,1838.0,6.44783067161,6.03781093621,0.00923891046045,1.09729827953,0.00931725036384,0.951182146208
109,1843.0,13.1277189875,6.08548301327,0.00508107848782,0.741346575146,0.00509856051283,0.959579421637
110,1848.0,inf,inf,inf,inf,inf,inf
111,1850.0,6.56777568418,7.55210412731,0.00619189334902,1.02661841398,0.00620361340793,0.96415224192
112,1852.0,5.19064175786,8.92121685015,0.00196243287783,0.855524737818,0.00196243289023,0.986060013005
113,18539.0,9.81495613867,8.1796027123,0.00163900795547,0.745573336535,0.00163902879346,0.986869712169
114,18651.0,5.7889883632,9.27041161359,0.00314864030997,0.705526079534,0.00314864031619,0.972142041659
115,1875.0,9.76588759187,6.04405864649,0.0088483198445,0.916190708437,0.00897904947207,0.944754387547
116,1877.0,7.09678816588,6.99706015868,0.00562237744594,0.980019285826,0.00563074600351,0.965815902665
117,1879.0,35.5111960894,6.02156498026,0.00400990239544,0.468961428853,0.00404617474927,0.950475153968
118,1880.0,541.333929866,3.71590834766,0.23915040435,0.732178072349,0.0779168942441,0.958197021598
119,1886.0,inf,inf,inf,inf,inf,inf
120,1899.0,19.4198410948,7.33016628032,0.00297143059876,0.582302453521,0.00297392133621,0.96943578237
121,1900.0,10.8420883796,8.16706886374,0.000876121126506,0.622697320724,0.000876121119373,0.991462988304
122,1911.0,17.9813839408,6.09363518237,0.00173292826149,0.568075776234,0.00173303658772,0.981617065758
123,1913.0,4.8828127777,9.20658202749,0.00198147942029,0.88482389645,0.00198147942576,0.986413558123
124,1918.0,18.7083004587,7.29766697764,0.000418555034929,0.497306802047,0.000418555054928,0.993929620912
125,19197.0,11.0463545548,6.15429687945,0.00209448975029,0.72113970438,0.00209459227899,0.982512774444
126,1922.0,19.7344071337,7.46756517014,0.000439916861564,0.492105816405,0.000439916939325,0.993815905758
127,1924.0,53.0590723376,6.93572051159,0.00195937406474,0.356163110281,0.00196175265679,0.967151193981
128,1928.0,56.2720255192,4.75053556345,0.019591003302,0.617191843973,0.0194577496796,0.911823504809
129,1929.0,16.9481860567,7.92137378881,0.000496041732474,0.533075786923,0.000496041843597,0.993720070232
130,1942.0,17.447043904,5.76379797507,0.00929810736006,0.731163554764,0.00966926058187,0.929873771705
131,1943.0,15.4112585179,7.34652413372,0.00240164799224,0.629226015268,0.00240211334249,0.976989941237
132,1946.0,64220.471482,5.12794699404,0.000323367307306,0.0150083008801,0.000361119573175,0.906004907215
133,1954.0,8.75429538923,8.95474618894,0.00218026314111,0.609693438053,0.00218026316078,0.97785299023
134,1957.0,100.210726405,4.93064167489,0.00358743206707,0.300274405725,0.00370376182615,0.933502035591
135,19591.0,11.7130007887,7.44321946897,0.00136365324641,0.677553591867,0.00136366474028,0.988039871886
136,1971.0,8.35269443939,6.25810196231,0.0160265530943,1.09945130875,0.0170031152728,0.921686701893
137,1979.0,13.9449610377,6.97716849633,0.00503040108047,0.721393398785,0.00504912393661,0.958924743004
138,19898.0,30.3510466766,5.40686368484,0.00574672847315,0.532435336564,0.00587622070274,0.939071909489
139,1992.0,66.040520235,5.10806714455,0.00326942701256,0.349949012879,0.00331184912437,0.946373042781
140,1996.0,9.12206322246,5.99332069344,0.00647048433254,0.897103839091,0.00649852728721,0.957624666398
141,1999.0,10.9386878289,7.45480931577,0.00468054099982,0.792845781561,0.0046885372675,0.964887040233
142,20041.0,18.3202220031,7.09163883273,0.00209057846876,0.573928956699,0.00209089797735,0.978037864626
143,2008.0,18.9107087852,3.48305022667,0.00551658201229,0.643035914387,0.00556716646732,0.950323327619
144,2010.0,9.39118405665,5.24936977805,0.0316778714403,1.31159568027,0.0348374047063,0.905594268797
145,2018.0,27.7871069019,7.02525442983,0.000850488821676,0.438606412807,0.000850494861177,0.988504701903
146,2030.0,13.2444223637,7.512160873,0.00128515267185,0.637280481462,0.00128516361051,0.988014352541
147,2032.0,22.5445050564,6.15372494954,0.00196103537146,0.519549021169,0.00196139438717,0.977243674129
148,2048.0,57.3467307937,5.66473007331,0.00858613437724,0.462115366646,0.00951078990516,0.908735391128
149,2059.0,inf,inf,inf,inf,inf,inf
150,20620.0,12.3174077473,6.34069909135,0.00681263743863,0.79633179288,0.00687437950611,0.950451330807
151,2062.0,18.9814262419,5.93834695768,0.00103137297486,0.530766620261,0.00103138036746,0.988479420835
152,2063.0,11.8970663871,6.74837248892,0.00164628130852,0.682678576025,0.00164631380344,0.985535150032
153,2066.0,29.8210120986,5.93134684471,0.00194295695606,0.458275508769,0.00194359882449,0.974471224849
154,2077.0,272.925319294,4.6955411684,0.00630223087689,0.249136219618,0.00685165495016,0.906122511682
155,2081.0,10.0053469071,8.16867140718,0.0006694246854,0.695750274706,0.000669424874884,0.993634249753
156,2083.0,13.5338905382,6.72287713538,0.00125827421052,0.629946189316,0.001258284457,0.988136725865
157,2087.0,29.4963666611,6.62368260861,0.000869241080076,0.427332533804,0.000869248779174,0.987903037872
158,2094.0,48.946623131,4.82913713522,0.00689934554937,0.459121827883,0.00736036932506,0.919901966621
159,2095.0,14.3059397145,6.17465800411,0.00297978944686,0.66626524836,0.00298107921254,0.973119078573
160,20972.0,24.2246485098,6.94630302425,0.00170843869099,0.495925789929,0.00170863552006,0.979218830246
161,2103.0,33.2963025182,6.61017355813,0.00370577112478,0.475950597762,0.00372828458771,0.954513080802
162,2105.0,1.0,15.745590663,inf,0.43941108944,inf,0.00855688063063
163,2107.0,25.3497811221,6.24861632578,0.00373811251927,0.535199471931,0.00375212902588,0.958862882356
164,2110.0,18.8353188637,5.78323000349,0.00320224703709,0.595734308994,0.00320571702298,0.967866536393
165,2113.0,19.1687490778,6.03632903373,0.000862844449404,0.521800372523,0.000862847444617,0.990275346168
166,2116.0,13.1669633476,7.69603936629,0.00362773221825,0.707642927671,0.00363084347114,0.969301792266
167,2117.0,41.9845582418,4.61473714685,0.00587595325188,0.469436804684,0.00609882252499,0.930800942469
168,21.0,21.1197116975,6.77522267371,0.00268105203263,0.554206979501,0.0026827743561,0.970966151793
169,2125.0,7.43519798544,7.64080013412,0.0061069553913,0.971253642207,0.00612103577681,0.962706708423
170,2126.0,17.3964854288,6.50346933855,0.000581246779075,0.49907130058,0.000581246778317,0.9926770899
171,2128.0,1.0,6322063478.84,inf,6.01120015524e-05,inf,
172,2135.0,14.2528957626,8.21505238707,0.000927891779138,0.602115688162,0.000927894129824,0.990958076642
173,2145.0,8.81049855018,5.5004827275,0.0120551360413,1.01166325669,0.0124411800793,0.933638336574
174,2147.0,16.8677746341,5.74559315406,0.00635257755984,0.690297513692,0.00643013507126,0.947104982251
175,2159.0,3.59260052651,6.8184603458,0.0138513665475,1.49729033986,0.0140239784206,0.946852189068
176,2161.0,15.9565526053,6.34963884092,0.00410990342678,0.661700837352,0.00411884730522,0.963134138114
177,2170.0,8.51078186427,6.02626342675,0.00273748859291,0.832379817274,0.00273773811542,0.980169019584
178,2173.0,21.7740195679,4.5471324672,0.00350340271971,0.56612185736,0.00351089612298,0.963261574823
179,2176.0,11.38255291,7.3632838653,0.00318848107992,0.742929704517,0.00318960151905,0.974168212806
180,2179.0,9.82224798507,5.71130295781,0.0283654548396,1.24243088256,0.0315281115457,0.905003638112
181,2185.0,9.46992170686,7.55011906245,0.00352772955047,0.815358093368,0.00352902094503,0.973966341474
182,21872.0,31.3382241731,5.73344932689,0.00529721052424,0.517777506031,0.00539496862301,0.94186248834
183,2190.0,43.8001525495,6.07552523639,0.00191398209731,0.386143904887,0.00191537050736,0.970274094635
184,2197.0,26.6884140789,5.9172297882,0.0013927048547,0.465366950495,0.00139278398443,0.981970013518
185,2198.0,13.7475709523,6.69306019167,0.00202148506578,0.650908874199,0.00202162325803,0.981282551063
186,2203.0,23.9558387711,5.1439909903,0.00678171454508,0.604646724396,0.00695737188613,0.936993049538
187,22032.0,inf,inf,inf,inf,inf,inf
188,2206.0,37.3869110207,7.35395602306,0.00151648017166,0.403269554673,0.00151675259952,0.977328020685
189,2214.0,18.7074791131,7.83393073274,0.0012342172982,0.541698389491,0.00123423589024,0.986370399839
190,2215.0,418.802506736,4.52458807667,0.00477965190881,0.196860500261,0.00525093305913,0.905591335232
191,22.0,10.6484512475,7.21968112918,0.00304922927527,0.761421835127,0.00304998343607,0.975860661391
192,2220.0,6.30517504367,6.36981117515,0.00660244509773,1.05406092512,0.00661739749482,0.962839641505
193,2222.0,23.3282811225,6.21775249673,0.00151549452135,0.498559343958,0.00151558759171,0.981682659352
194,2223.0,29.4627434052,6.25975051786,0.00683492565648,0.557351376012,0.0070767600477,0.931993389783
195,2232.0,34.8865830636,5.35583461644,0.00800898605802,0.54101213101,0.00852128736099,0.920783767208
196,2233.0,25.2159895234,6.79498588039,0.00171188722948,0.487173856619,0.00171210524531,0.978803910739
197,2234.0,42.946510032,6.67867449673,0.00332713094375,-0.420336424451,0.00334883746145,0.95382248902
198,2241.0,52.6402832474,5.571986808,0.00238030720853,0.366878995576,0.00238666501697,0.96160014969
199,2242.0,7.94958179626,7.05957205238,0.00749822124487,0.972360852979,0.0075418965567,0.954916516205
200,2248.0,8.47990437769,7.45902392058,0.00249026262311,0.826190761814,0.00249040922911,0.981838831595
201,2256.0,29.2782366451,5.97722628922,0.000814680026156,0.426769291698,0.000814685415098,0.988690955495
202,2259.0,20.5425357347,6.86217603373,0.00122076945993,0.518428873948,0.00122079095797,0.985889838382
203,2264.0,26.6583622033,5.53140659863,0.000639925972989,0.438606576968,0.000639927249189,0.991431203421
204,2274.0,225.885540173,5.60938334383,0.00782671635274,0.285414773018,0.00828883677752,0.907605420767
205,2278.0,5.93391972614,7.54731980566,0.00782208164756,1.10816996197,0.00785284490515,0.958462156899
206,2285.0,7.86834461318,5.5911312822,0.00444409276421,0.909266486327,0.00444709813247,0.970674766946
207,2288.0,138.699815785,4.84502220863,0.00860233759243,0.34630479117,0.00939701290507,0.905931917184
208,2296.0,14.3868519026,5.43810844905,0.00703952694186,0.750360874356,0.00713232406417,0.94616980638
209,2299.0,4.87642103595,6.7607705098,0.0081284121009,1.21197304971,0.00815372442931,0.960398487846
210,22998.0,23.4389596214,6.88016195436,0.00390196781955,0.556887700067,0.00391681081491,0.958742197723
211,2300.0,104.138598471,5.05457740056,0.000208033711489,0.206306194152,0.000208033714424,0.993351122032
212,23005.0,11.4326192482,8.08554238536,0.000946132792515,0.668382715188,0.00094613444264,0.991676805205
213,2301.0,18.5156712167,4.78460845362,0.0051087658754,0.640965550375,0.00514310013291,0.953532011379
214,2313.0,15.3578972456,5.00772090313,0.00269973085182,0.638382432813,0.00270061128199,0.974533609929
215,2329.0,104.239331497,4.8929714333,0.00337435039456,0.291999077505,0.00347175621293,0.935335808085
216,2336.0,143.021104766,4.69736203519,0.00448456521062,0.276381128576,0.00485347512439,0.91545555598
217,2340.0,6.69547197284,7.14377022755,0.0066287668112,1.02771221918,0.00664599192242,0.96181085113
218,2341.0,32.0133569755,4.62368097116,0.00742804482691,0.549204186384,0.00779008904109,0.926227600404
219,2344.0,20.6448311495,5.88495913648,0.00192451378681,0.539359429046,0.00192477867757,0.978479811672
220,2359.0,34.0030956297,5.62305354124,0.00208776189428,0.436140227574,0.0020890341288,0.971263967823
221,2364.0,547.560312133,5.0626146637,0.00115599307056,0.121921699994,0.00117192891532,0.945656690199
222,2370.0,33.4239895429,5.99637894931,0.000317940740368,0.375177491724,0.000317940765949,0.993917321334
223,2372.0,21.630742555,7.13049170144,0.00259142410108,0.546163661817,0.00259293470429,0.971512341876
224,2377.0,27.5962958971,5.40778037824,0.0179709519198,0.757518783313,0.0198408603123,0.905355704414
225,2383.0,18.5791598749,6.87221126345,0.00171226752317,0.559092824722,0.00171237666667,0.981543677813
226,23975.0,48.1556027556,6.08835373315,0.006987326395,0.463403463993,0.00745865643044,0.919702177904
227,2399.0,25.2587233287,5.88280486949,0.0124442464303,0.687289741069,0.0137267580309,0.909771992848
228,24008.0,35.1093548285,5.32837867507,0.00143434130121,0.412387648919,0.0014345147525,0.979018755129
229,24013.0,1.0,837.358914676,inf,0.302880864437,inf,
230,24017.0,8.95921434045,6.43432085791,0.00626065682099,0.899689544144,0.00628373729594,0.95900349628
231,24248.0,17.9688940497,6.50778975861,0.0015100109923,0.561173715574,0.00151006171691,0.983819151525
232,24346.0,23.127963609,7.48493148004,0.00164463922975,0.504458766169,0.00164478271,0.980344235754
233,24453.0,76.8621076868,4.66992473451,0.00419309229668,0.344477584864,0.00433798561889,0.932424509476
234,24576.0,76.4608799664,5.44586337439,0.00301486243531,0.324805116444,0.00305298178211,0.946689181664
235,24631.0,24.4239498893,5.91300277015,0.00189742445544,0.499535580456,0.00189778314498,0.977100352437
236,24705.0,22.2286087624,6.01657266508,0.0036951236738,0.565269150753,0.00370534407818,0.961329802868
237,24763.0,9.70351644836,7.19569131051,0.00213908515147,0.766374080523,0.00213917119374,0.983203038867
238,24824.0,7.22769390099,7.23876469709,0.0048303779814,0.953501074471,0.00483428330121,0.969646295243
239,24923.0,20.6134071962,6.02650653006,0.00320539467245,0.572863990503,0.00320962097507,0.966614476064
240,24930.0,45.285950762,4.71687704677,0.0778435190806,1.04381419106,0.0489400460243,0.936149274198
241,24937.0,22.9865139065,6.55549090244,0.00156572981925,0.503455724595,0.0015658375917,0.981256326133
242,24946.0,9.18979087181,6.64713136551,0.00442455091163,0.849036905786,0.00442866628224,0.968812818265
243,25.0,20.5638676939,6.33753726838,0.000530788045242,0.489563872412,0.000530788324116,0.993234871772
244,2612.0,1.0,2.76019316346,2.59767201261e+31,1.78939094186e-05,1.21146085721e+30,0.31932748089
245,28.0,29.0343575644,5.16380952533,0.000860489341032,0.359698990927,0.000860489343944,0.985421825932
246,3000.0,16.743862243,6.83196055122,0.00711619303282,0.70605353655,0.00724019976743,0.942641775081
247,35.0,11.1885962417,6.44733331104,0.00349126006422,0.756540483629,0.00349303009016,0.97228298809
248,3898.0,3.60971263623,7.31028316999,0.00886098812368,1.39604112,0.00888234362989,0.962377193917
249,42.0,15.3846006538,4.99947459527,0.00369088559024,0.662651278399,0.00369564500289,0.966759797262
250,4641.0,inf,inf,inf,inf,inf,inf
251,4753.0,73.5155079192,6.23086950212,0.023414350626,0.597369135218,0.0209033069866,0.917895954457
252,503.0,27.3405574648,10.2756913983,0.00154250752789,0.164474134094,0.00154250752243,0.940114497733
253,5505.0,38.4615293214,5.14767524208,0.00349848193059,0.4438291717,0.00352090146647,0.953997401152
254,58.0,53.025610872,2.74395513053,0.0220447647553,0.654684271065,0.0212703729636,0.913586670808
255,5958.0,11.8760958546,6.98027323688,0.00310129639862,0.7267898533,0.00310235485668,0.974311434036
256,62.0,23.7760845267,5.39741475286,0.00363681317653,0.547934820921,0.00364760823426,0.960780106148
257,67.0,17.6718952365,9.02175955039,0.00186714842785,0.396468108293,0.00186714842235,0.970656762745
258,7341.0,inf,inf,inf,inf,inf,inf
259,7431.0,12.1590621505,5.30684304898,0.00408796054691,0.743885100122,0.00409289697053,0.967184570538
260,787.0,-2.7668545255e-21,7.81818398511,0.000105345245497,15577086.5834,0.000115678153307,
261,8462.0,12.5524236052,6.50460311914,0.00501516586422,0.754318690325,0.00503016982689,0.960718805481
262,8582.0,1.0,304.531029557,inf,1.19100278327,inf,
263,8744.0,365.810296302,4.82442773142,0.0137384920227,0.289998040844,0.0111594370172,0.922010193904
264,91.0,22.3520916512,6.08728870565,0.00691579659532,0.624172258821,0.00708720845839,0.937678355047
265,99.0,1.00000011477,7.98312478185,inf,8.81036944564e-16,inf,
